identifier,group,oligomeric_state,lca_phylum,lca_class,lca_order,length
A0AAY5ENK7_IPR045860_1_19-99,none,monomere,Chordata (phylum),Actinopteri (class),Characiphysae (superorder),72-95
A0AAZ1XB78_IPR045860_1_12-98,Ly6,monomere,Chordata (phylum),Actinopteri (class),Cichliformes (order),72-95
A0ABD0VWG2_IPR016054_1_23-113,none,monomere,Chordata (phylum),Actinopteri (class),Esociformes (order),72-95
A0ABD0XDU6_IPR016054_2_124-208,none,multimere,Chordata (phylum),Actinopteri (class),Esociformes (order),72-95
A0ABD1JAW6_IPR016054_2_186-269,none,multimere,Chordata (phylum),Actinopteri (class),Clupeiformes (order),72-95
A0ABD2N5X3_IPR045860_1_21-121,none,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),95-117
A0ABD3WS81_IPR045860_1_27-79,none,monomere,Mollusca (phylum),Bivalvia (class),Unionida (order),50-72
A7S195_IPR045860_1_21-121,none,monomere,Cnidaria (phylum),Anthozoa (class),Actiniaria (order),95-117
A7X3M9_IPR045860_1_10-83,3FTx,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
C3YF08_IPR045860_1_20-88,none,monomere,Chordata (phylum),Leptocardii (class),Amphioxiformes (order),50-72
C6JUP3_IPR045860_1_12-82,3FTx,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),50-72
D3YUY5_IPR045860_1_21-76,none,monomere,Chordata (phylum),Mammalia (class),Rodentia (order),50-72
D9IVG0_IPR016054_1_21-105,none,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
E9PI80_IPR045860_1_25-101,none,monomere,Chordata (phylum),Mammalia (class),Primates (order),50-72
G1EH66_IPR045860_1_73-163,none,monomere,Annelida (phylum),Clitellata (class),Rhynchobdellida (order),72-95
G1U593_IPR016054_1_37-132,Ly6,monomere,Chordata (phylum),Mammalia (class),Lagomorpha (order),95-117
G3UFD6_IPR051445_1_3-149,Ly6,monomere,Chordata (phylum),Mammalia (class),Proboscidea (order),140-162
H2ZPL3_IPR045860_1_18-110,none,monomere,Chordata (phylum),Ascidiacea (class),Phlebobranchia (order),72-95
H9H633_IPR045860_2_24-112,mixture,multimere,Chordata (phylum),Mammalia (class),Metatheria (clade),72-95
L9JCP1_IPR045860_1_53-133,none,monomere,Chordata (phylum),Mammalia (class),Scandentia (order),72-95
P0C1Y9_IPR045860_1_1-61,none,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),50-72
P0DPX9_IPR045860_1_17-104,Scoloptoxin,monomere,Arthropoda (phylum),Chilopoda (class),Scolopendromorpha (order),72-95
P14612_IPR045860_1_13-89,none,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
P35460_IPR051445_1_2-134,mixture,monomere,Chordata (phylum),Mammalia (class),Rodentia (order),117-140
Q00996_IPR016054_1_20-102,none,monomere,unknown,unknown,unknown,72-95
Q4R0Y3_IPR045860_1_29-130,none,monomere,Annelida (phylum),Polychaeta (class),Phyllodocida (order),95-117
R7TDA4_IPR045860_1_31-135,none,monomere,Annelida (phylum),Polychaeta (class),Capitellidae (family),95-117
T1JV70_IPR045860_1_5-98,none,monomere,Arthropoda (phylum),Arachnida (class),Trombidiformes (order),72-95
V8NLB5_IPR045860_2_21-106,Ly6,multimere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
W2TJ37_IPR045860_1_17-101,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0A151NCF0_IPR026524_1_21-112,none,monomere,Chordata (phylum),Crocodylia (order),Crocodylia (order),95-117
A0A8C8RFL2_IPR026524_1_4-111,none,monomere,Chordata (phylum),Testudines (order),Testudines (order),95-117
A0A094ZV75_IPR031424_1_24-165,none,monomere,Platyhelminthes (phylum),Trematoda (class),Strigeidida (order),140-162
A0A0G3I6K7_IPR031424_1_32-126,Ly6,monomere,Arthropoda (phylum),Insecta (class),Orthoptera (order),95-117
A0A0K2UE93_IPR031424_2_1173-1270,none,multimere,Arthropoda (phylum),Hexanauplia (class),Siphonostomatoida (order),95-117
A0A0L0C6K8_IPR031424_1_20-139,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),117-140
A0A0M3JAJ1_IPR031424_1_1-107,Quiver,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),95-117
A0A0N4UD58_IPR031424_1_20-110,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0A132AIE1_IPR031424_1_40-136,mixture,monomere,Arthropoda (phylum),Arachnida (class),Sarcoptiformes (order),72-95
A0A177B9E7_IPR031424_1_120-206,none,monomere,Orthonectida (phylum),Rhopaluridae (family),Rhopaluridae (family),72-95
A0A183BIA8_IPR031424_1_23-102,Quiver,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0A1D2MFU5_IPR031424_1_7-140,Quiver,monomere,Arthropoda (phylum),Collembola (class),Entomobryomorpha (order),117-140
A0A1I8PJR3_IPR031424_1_22-119,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),95-117
A0A1S3GZW2_IPR031424_1_23-125,Quiver,monomere,Brachiopoda (phylum),Lingulata (class),Lingulida (order),95-117
A0A1S3JWX3_IPR031424_1_20-105,mixture,monomere,Brachiopoda (phylum),Lingulata (class),Lingulida (order),72-95
A0A1Y1NDM1_IPR031424_1_55-158,none,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),95-117
A0A232FG58_IPR031424_1_25-147,none,monomere,Arthropoda (phylum),Insecta (class),Hymenoptera (order),117-140
A0A2J7QW78_IPR031424_1_7-121,none,monomere,Arthropoda (phylum),Insecta (class),Blattodea (order),95-117
A0A2T7Q0S5_IPR031424_1_6-103,none,monomere,Mollusca (phylum),Gastropoda (class),Architaenioglossa (order),95-117
A0A482WZG1_IPR031424_1_25-150,none,monomere,Arthropoda (phylum),Insecta (class),Hemiptera (order),117-140
A0A553NQV8_IPR031424_1_27-127,none,monomere,Arthropoda (phylum),Hexanauplia (class),Harpacticoida (order),95-117
A0A7I8W6Y3_IPR031424_1_28-109,none,monomere,Annelida (phylum),Polychaeta (class),Dinophilidae (family),72-95
A0A7M7GBH6_IPR031424_1_27-129,none,monomere,Arthropoda (phylum),Insecta (class),Hymenoptera (order),95-117
A0A7R8YRT0_IPR031424_1_50-146,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),95-117
A0A819TXQ6_IPR031424_1_35-139,mixture,monomere,Rotifera (phylum),Eurotatoria (class),Bdelloidea (subclass),95-117
A0A834I2M4_IPR031424_1_22-116,none,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),95-117
A0A8B6HPL4_IPR031424_1_23-121,none,monomere,Mollusca (phylum),Bivalvia (class),Mytilida (order),95-117
A0A8B8EWM2_IPR031424_1_60-143,none,monomere,Mollusca (phylum),Bivalvia (class),Ostreida (order),72-95
A0A8F4TDK0_IPR031424_1_29-119,none,monomere,Mollusca (phylum),Gastropoda (class),Neogastropoda (order),72-95
A0A8J2H5V1_IPR031424_1_29-148,none,monomere,Arthropoda (phylum),Insecta (class),Hymenoptera (order),117-140
A0A8J6HCN9_IPR031424_1_21-137,Quiver,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),95-117
A0A8R1WP47_IPR031424_1_20-132,none,monomere,Arthropoda (phylum),Insecta (class),Lepidoptera (order),95-117
A0A8W8N111_IPR031424_1_23-114,mixture,monomere,Mollusca (phylum),Bivalvia (class),Ostreida (order),72-95
A0A914B6V2_IPR031424_1_10-137,none,monomere,Echinodermata (phylum),Asteroidea (class),Valvatida (order),117-140
A0A914WZU6_IPR031424_1_27-149,none,monomere,Nematoda (phylum),Chromadorea (class),Plectida (order),117-140
A0A9D4FIS8_IPR031424_1_24-87,none,monomere,Mollusca (phylum),Bivalvia (class),Myida (order),50-72
A0A9N9MV73_IPR031424_1_29-129,none,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),95-117
A0A9N9TLN6_IPR031424_1_29-142,mixture,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),95-117
A0A9Q0RXV2_IPR031424_1_22-136,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),95-117
A0AA88YUB5_IPR031424_1_8-94,Quiver,monomere,Mollusca (phylum),Bivalvia (class),Pterioida (order),72-95
A0AAE1FFU4_IPR031424_1_23-126,mixture,monomere,Arthropoda (phylum),Malacostraca (class),Eumalacostraca (subclass),95-117
A0AAJ7ITS2_IPR031424_1_24-150,none,monomere,Arthropoda (phylum),Insecta (class),Hymenoptera (order),117-140
A0AAN7VBA5_IPR031424_1_20-111,none,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),72-95
A0AAN9BUS4_IPR031424_1_26-109,Quiver,monomere,Mollusca (phylum),Gastropoda (class),Littorinimorpha (order),72-95
A0AAV1K581_IPR031424_1_21-96,none,monomere,Arthropoda (phylum),Insecta (class),Lepidoptera (order),72-95
A0AAW1IYR2_IPR031424_1_32-128,none,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),95-117
A0ABD2QAB0_IPR031424_1_71-210,none,monomere,Platyhelminthes (phylum),Monogenea (class),Dactylogyridea (order),140-162
T1FTA0_IPR031424_1_23-103,none,monomere,Annelida (phylum),Clitellata (class),Rhynchobdellida (order),72-95
T1KTB6_IPR031424_1_19-133,none,monomere,Arthropoda (phylum),Arachnida (class),Trombidiformes (order),95-117
A0AAV6SCE9_IPR035076_1_111-189,Ly6,multimere,Chordata (phylum),Actinopteri (class),Pleuronectiformes (order),72-95
A0A0P6G0R2_IPR016054_1_159-246,Ly6,monomere,Arthropoda (phylum),Branchiopoda (class),Diplostraca (order),72-95
A0A3Q0C920_IPR016054_1_19-96,Ly6,monomere,Chordata (phylum),Mammalia (class),Rodentia (order),72-95
A0A6P6DCF1_IPR016054_1_21-99,Ly6,monomere,Chordata (phylum),Mammalia (class),Rodentia (order),72-95
A0A8J5MTZ7_IPR016054_1_18-104,Ly6,monomere,Arthropoda (phylum),Malacostraca (class),Decapoda (order),72-95
A0AAF3EF36_IPR016054_1_25-131,Ly6,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),95-117
A0AAV6SBU4_IPR016054_1_219-310,Ly6,multimere,Chordata (phylum),Actinopteri (class),Pleuronectiformes (order),72-95
G1PWY8_IPR016054_1_26-105,Ly6,monomere,Chordata (phylum),Mammalia (class),Laurasiatheria (superorder),72-95
Cpun_3ftx_Quiver_UPAR-like_5_OZ222546.1,Quiver,multimere,unknown,unknown,unknown,95-117
Lvar_3ftx_Quiver_UPAR-like_1_OZ222624.1,mixture,monomere,Arthropoda (phylum),Chilopoda (class),Geophilomorpha (order),72-95
Sacu_T1JAC4-like_OX442316.1,manually_annotated,monomere,unknown,unknown,unknown,50-72
Rimm_3FTx-structure-like_16_JAHWFO010061155.1,manually_annotated,monomere,unknown,unknown,unknown,117-140
A0A8C0G0D2_IPR038773_1_32-127,none,monomere,Chordata (phylum),Testudines (order),Testudines (order),95-117
A0A3B4D2N9_IPR039457_1_7-161,Ly6,monomere,Chordata (phylum),Actinopteri (class),Characiformes (order),140-162
A0A8J6EA99_IPR039457_1_4-170,Ly6,monomere,Chordata (phylum),Amphibia (class),Anura (order),162-185
A0AAD7S0R7_IPR039457_1_5-166,Ly6,monomere,Chordata (phylum),Actinopteri (class),Notacanthiformes (order),140-162
A0AAN7NSH9_IPR039457_1_19-115,Ly6,monomere,Chordata (phylum),Aves (class),Neognathae (infraclass),72-95
A0AAV6FHB4_IPR039457_1_5-168,Ly6,monomere,Chordata (phylum),Actinopteri (class),Clupeiformes (order),162-185
A0AAY5EFL2_IPR039457_1_32-161,Ly6,monomere,Chordata (phylum),Actinopteri (class),Gymnotiformes (order),117-140
A0A016SWM5_IPR045860_1_20-99,mixture,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0A098LYI1_IPR045860_1_23-84,3FTx,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),50-72
A0A0A0QSZ4_IPR045860_1_10-100,mixture,mixture,Chordata (phylum),Amphibia (class),Caudata (order),72-95
A0A0B1SB51_IPR045860_1_18-91,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0A0C9RAR3_IPR045860_1_21-116,none,monomere,Arthropoda (phylum),Insecta (class),Hymenoptera (order),95-117
A0A0F7JG73_IPR045860_2_115-193,Ly6,mixture,Chordata (phylum),Amphibia (class),Caudata (order),72-95
A0A0F8B4V0_IPR045860_1_18-80,mixture,monomere,Chordata (phylum),Actinopteri (class),Sciaenidae (family),50-72
A0A0K2UFS7_IPR045860_1_31-109,none,monomere,Arthropoda (phylum),Hexanauplia (class),Siphonostomatoida (order),72-95
A0A0L8GGG8_IPR045860_1_21-112,none,monomere,Mollusca (phylum),Cephalopoda (class),Octopoda (order),72-95
A0A0N4UG61_IPR045860_1_57-129,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0A0N4ZKX4_IPR045860_1_21-82,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),50-72
A0A125S9L5_IPR045860_1_18-102,Ly6,multimere,Chordata (phylum),Amphibia (class),Caudata (order),72-95
A0A139WM83_IPR045860_1_34-94,none,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),50-72
A0A151MW93_IPR045860_1_29-108,mixture,mixture,Chordata (phylum),Crocodylia (order),Crocodylia (order),72-95
A0A151P865_IPR016054_1_21-109,Ly6,monomere,Chordata (phylum),Crocodylia (order),Crocodylia (order),72-95
A0A164M3L1_IPR045860_1_19-107,Ly6,monomere,Arthropoda (phylum),Branchiopoda (class),Diplostraca (order),72-95
A0A183U308_IPR045860_1_16-85,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),50-72
A0A1A6HFC6_IPR045860_1_46-181,Ly6,monomere,Chordata (phylum),Mammalia (class),Rodentia (order),117-140
A0A1A7XC56_IPR016054_1_29-120,Ly6,multimere,Chordata (phylum),Actinopteri (class),Cyprinodontiformes (order),72-95
A0A1B6BYG4_IPR045860_1_85-185,none,monomere,Arthropoda (phylum),Insecta (class),Hemiptera (order),95-117
A0A1B6IBK3_IPR045860_1_23-109,none,monomere,Arthropoda (phylum),Insecta (class),Hemiptera (order),72-95
A0A1D2MFS0_IPR045860_1_23-141,none,monomere,Arthropoda (phylum),Collembola (class),Entomobryomorpha (order),117-140
A0A1L8DRB4_IPR045860_1_21-101,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),72-95
A0A1Q3FX50_IPR045860_1_58-162,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),95-117
A0A1S3FXP6_IPR051445_1_3-127,Ly6,monomere,Chordata (phylum),Mammalia (class),Rodentia (order),117-140
A0A1S3JUE0_IPR045860_1_17-101,none,monomere,Brachiopoda (phylum),Lingulata (class),Lingulida (order),72-95
A0A1S8WRH0_IPR045860_1_25-89,Quiver,monomere,Platyhelminthes (phylum),Trematoda (class),Opisthorchiida (order),50-72
A0A1V9XGM2_IPR045860_1_3-66,none,monomere,Arthropoda (phylum),Arachnida (class),Mesostigmata (order),50-72
A0A1Y9IV94_IPR045860_1_58-140,none,monomere,Arthropoda (phylum),Insecta (class),Diptera (order),72-95
A0A210Q9V6_IPR045860_2_2-73,Ly6,multimere,Mollusca (phylum),Bivalvia (class),Pectinida (order),50-72
A0A212CED6_IPR016054_1_52-112,Ly6,monomere,Chordata (phylum),Mammalia (class),Artiodactyla (order),50-72
A0A220K8J6_IPR045860_1_71-158,none,monomere,Arthropoda (phylum),Insecta (class),Lepidoptera (order),72-95
A0A2A6CLF5_IPR045860_1_44-131,none,mixture,Nematoda (phylum),Chromadorea (class),Rhabditida (order),72-95
A0A2C9JXT8_IPR045860_1_24-108,none,monomere,Mollusca (phylum),Gastropoda (class),Planorbidae (family),72-95
A0A2D4HKC2_IPR045860_1_35-121,mixture,mixture,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
A0A2G9RVQ3_IPR045860_1_33-123,none,monomere,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0A2P4T5A1_IPR045860_1_8-60,none,monomere,Chordata (phylum),Aves (class),Galliformes (order),50-72
A0A2U9BZS8_IPR045860_1_355-434,none,monomere,Chordata (phylum),Actinopteri (class),Pleuronectiformes (order),72-95
A0A2W1BHD5_IPR045860_1_359-436,mixture,monomere,Arthropoda (phylum),Insecta (class),Lepidoptera (order),72-95
A0A2Y9E965_IPR016054_2_150-225,Ly6,multimere,Chordata (phylum),Mammalia (class),Afrotheria (superorder),72-95
A0A2Y9PMA1_IPR045860_1_22-108,Ly6,monomere,Chordata (phylum),Vertebrata (clade),Vertebrata (clade),72-95
A0A341AXL4_IPR045860_1_30-95,none,monomere,Chordata (phylum),Mammalia (class),Artiodactyla (order),50-72
A0A346CLZ3_IPR045860_1_15-110,mixture,multimere,Chordata (phylum),Lepidosauria (class),Squamata (order),95-117
A0A3B5QLV9_IPR045860_1_86-163,Ly6,multimere,Chordata (phylum),Actinopteri (class),Cyprinodontiformes (order),72-95
A0A3M6T7D6_IPR045860_1_26-120,mixture,monomere,Cnidaria (phylum),Anthozoa (class),Scleractinia (order),95-117
A0A3M7P3F5_IPR045860_1_2-92,mixture,monomere,Rotifera (phylum),Eurotatoria (class),Ploima (order),72-95
A0A3M7SEF5_IPR016054_1_9-86,Ly6,multimere,Rotifera (phylum),Eurotatoria (class),Ploima (order),72-95
A0A3P6SP30_IPR045860_1_16-117,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),95-117
A0A3P8TSK2_IPR045860_1_18-88,none,monomere,Chordata (phylum),Actinopteri (class),Pomacentridae (family),50-72
A0A3P9DA77_IPR016054_1_19-96,Ly6,multimere,Chordata (phylum),Actinopteri (class),Cichliformes (order),72-95
A0A3P9IBC2_IPR016054_1_102-186,Ly6,monomere,Chordata (phylum),Actinopteri (class),Beloniformes (order),72-95
A0A3Q2D4G6_IPR045860_2_107-183,Ly6,multimere,Chordata (phylum),Actinopteri (class),Cyprinodontiformes (order),72-95
A0A3Q2G7X0_IPR045860_1_23-96,Ly6,monomere,Chordata (phylum),Actinopteri (class),Cyprinodontiformes (order),72-95
A0A3Q2XPG3_IPR045860_1_31-96,none,monomere,Chordata (phylum),Actinopteri (class),Syngnathiformes (order),50-72
A0A3Q2Z4Y9_IPR045860_1_17-88,none,monomere,Chordata (phylum),Actinopteri (class),Syngnathiformes (order),50-72
A0A3Q3B0R9_IPR045860_2_106-183,Ly6,multimere,Chordata (phylum),Actinopteri (class),Cyprinodontiformes (order),72-95
A0A401Q5N6_IPR045860_2_131-213,none,mixture,Chordata (phylum),Chondrichthyes (class),Galeoidea (superorder),72-95
A0A411EZK9_IPR045860_1_25-105,none,monomere,Annelida (phylum),Clitellata (class),Hirudinida (order),72-95
A0A444U6G7_IPR045860_1_1-60,none,monomere,Chordata (phylum),Actinopteri (class),Acipenseriformes (order),50-72
A0A481MQK0_IPR045860_1_35-111,mixture,monomere,Chordata (phylum),Lepidosauria (class),Squamata (order),72-95
A0A482XHF1_IPR045860_1_54-159,none,monomere,Arthropoda (phylum),Insecta (class),Hemiptera (order),95-117
A0A484CJV5_IPR016054_1_20-112,Ly6,multimere,Chordata (phylum),Actinopteri (class),Perciformes (order),72-95
A0A4D5R9M1_IPR045860_1_23-107,Quiver,monomere,Arthropoda (phylum),Chilopoda (class),Scolopendromorpha (order),72-95
A0A4U5MEH2_IPR045860_1_4-64,none,monomere,Nematoda (phylum),Chromadorea (class),Rhabditida (order),50-72
A0A4U5VJI3_IPR045860_1_175-259,Ly6,multimere,Chordata (phylum),Actinopteri (class),Sciaenidae (family),72-95
A0A4W4EQZ3_IPR045860_1_25-136,none,mixture,Chordata (phylum),Actinopteri (class),Gymnotiformes (order),95-117
A0A504YBY7_IPR045860_1_23-97,mixture,monomere,Platyhelminthes (phylum),Trematoda (class),Plagiorchiida (order),72-95
A0A5B7DFQ7_IPR045860_1_1-95,none,monomere,Arthropoda (phylum),Malacostraca (class),Decapoda (order),95-117
A0A5C6PCE1_IPR045860_1_28-112,Ly6,monomere,Chordata (phylum),Actinopteri (class),Tetraodontiformes (order),72-95
A0A653DE92_IPR045860_1_43-123,Ly6,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),72-95
A0A669CZ75_IPR045860_1_18-93,none,monomere,Chordata (phylum),Actinopteri (class),Cichliformes (order),72-95
A0A671L425_IPR045860_1_15-100,none,monomere,Chordata (phylum),Actinopteri (class),Cypriniformes (order),72-95
A0A671S368_IPR045860_1_4-78,none,monomere,Chordata (phylum),Actinopteri (class),Cypriniformes (order),72-95
A0A671UCE5_IPR045860_1_29-109,none,monomere,Chordata (phylum),Actinopteri (class),Spariformes (order),72-95
A0A672IQ91_IPR016054_1_596-689,Ly6,multimere,Chordata (phylum),Actinopteri (class),Blenniiformes (order),72-95
A0A672K6Q2_IPR045860_2_72-128,Ly6,multimere,Chordata (phylum),Actinopteri (class),Cypriniformes (order),50-72
A0A672M751_IPR045860_1_23-79,Ly6,monomere,Chordata (phylum),Actinopteri (class),Cypriniformes (order),50-72
A0A673MEX6_IPR045860_1_14-115,none,monomere,Chordata (phylum),Gnathostomata (clade),Gnathostomata (clade),95-117
A0A674J133_IPR045860_1_202-284,Ly6,multimere,Chordata (phylum),Testudines (order),Testudines (order),72-95
A0A6A1QIG8_IPR045860_1_9-60,Ly6,multimere,Chordata (phylum),Mammalia (class),Artiodactyla (order),50-72
A0A6A4WIV1_IPR045860_1_22-119,none,monomere,Arthropoda (phylum),Thecostraca (class),Balanomorpha (order),95-117
A0A6A5EMD6_IPR016054_1_843-924,none,multimere,Chordata (phylum),Actinopteri (class),Perciformes (order),72-95
A0A6B0VCT2_IPR045860_1_39-136,none,monomere,Arthropoda (phylum),Arachnida (class),Ixodida (order),95-117
A0A6G1QXR7_IPR045860_1_4-90,Ly6,monomere,Chordata (phylum),Actinopteri (class),Anabantiformes (order),72-95
A0A6H5HKP5_IPR045860_1_15-105,none,monomere,Arthropoda (phylum),Insecta (class),Hemiptera (order),72-95
A0A6I8SXG5_IPR016054_1_27-105,Ly6,monomere,Chordata (phylum),Amphibia (class),Anura (order),72-95
A0A6J0VRM0_IPR045860_1_138-230,Ly6,mixture,Chordata (phylum),Mammalia (class),Eutheria (clade),72-95
A0A6J1NAN0_IPR045860_1_31-112,none,monomere,Arthropoda (phylum),Insecta (class),Lepidoptera (order),72-95
A0A6J1SG19_IPR045860_1_32-133,none,monomere,Arthropoda (phylum),Insecta (class),Thysanoptera (order),95-117
A0A6J2YPX9_IPR045860_1_24-108,none,monomere,Arthropoda (phylum),Insecta (class),Coleoptera (order),72-95
A0A6J3S0V3_IPR045860_2_19-93,none,mixture,Chordata (phylum),Euteleostomi (clade),Euteleostomi (clade),72-95
