Entry	Organism (ID)	InterPro	Pfam	Protein names
A0A0E3N4P2	8316	IPR050918;IPR016054;IPR045860;	PF00021;	Sodefrin-like factor
A0A0E3N4Q8	8316	IPR050918;IPR016054;IPR045860;	PF00021;	Sodefrin-like factor
A0A0E3N4R3	8316	IPR050918;IPR045860;		Sodefrin-like factor
A0A0E3N6B1	8316	IPR050918;IPR016054;IPR045860;	PF00021;	Sodefrin-like factor
A0A0E3N6B6	8316	IPR045860;		Sodefrin-like factor
A0A0E3N6C6	8316	IPR050918;IPR016054;IPR045860;	PF00021;	Sodefrin-like factor
A0A0E5V9Q2	8128	IPR016054;IPR045860;IPR035076;	PF00087;	CD59
A0A0E9PJE8	7936	IPR045860;		Uncharacterized protein
A0A0E9SDH0	7936	IPR045860;IPR015013;	PF08917;	Transforming growth factor beta receptor 2 ectodomain domain-containing protein
A0A0E9VIT8	7936	IPR045860;		UPAR/Ly6 domain-containing protein
A0A0F6QDT3	57541	IPR045860;IPR035076;	PF00087;	Prod1 long form
A0A0F6QEW0	156987	IPR045860;		Prod1
A0A0F6QFB4	137245	IPR045860;		Prod1
A0A0F6QGK1	57541	IPR045860;IPR035076;	PF00087;	Prod1 short form
A0A0F7JG73	54263	IPR050918;IPR016054;IPR045860;	PF00021;	Sodefrin-like factor
A0A0F7JG78	54263	IPR050918;IPR016054;IPR045860;	PF00021;	Sodefrin-like factor
A0A0F7JG82	54263	IPR050918;IPR016054;IPR045860;	PF00021;	Sodefrin-like factor
A0A0F7JH11	54263	IPR050918;IPR016054;IPR045860;	PF00021;	Sodefrin-like factor
A0A0F7JH13	54263	IPR050918;IPR016054;IPR045860;	PF00021;	Sodefrin-like factor
A0A0F7JH26	54263	IPR050918;IPR016054;IPR045860;	PF00021;	Sodefrin-like factor
A0A0F7JH31	54263	IPR050918;IPR016054;IPR045860;	PF00021;	Sodefrin-like factor
A0A0F7JHQ7	54263	IPR050918;IPR016054;IPR045860;	PF00021;	Sodefrin-like factor
A0A0F7JHR2	54263	IPR050918;IPR016054;IPR045860;	PF00021;	Sodefrin-like factor
A0A0F7JHR7	54263	IPR050918;IPR016054;IPR045860;	PF00021;	Sodefrin-like factor
A0A0F7JIY2	54263	IPR050918;IPR016054;IPR045860;	PF00021;	Sodefrin-like factor
A0A0F7JIY5	54263	IPR050918;IPR016054;IPR045860;	PF00021;	Sodefrin-like factor
A0A0F7JIY8	54263	IPR050918;IPR016054;IPR045860;	PF00021;	Sodefrin-like factor
A0A0F7JIZ2	54263	IPR050918;IPR016054;IPR045860;	PF00021;	Sodefrin-like factor
A0A0F7JJT6	54263	IPR050918;IPR016054;IPR045860;	PF00021;	Sodefrin-like factor
A0A0F7JJU1	54263	IPR050918;IPR016054;IPR045860;	PF00021;	Sodefrin-like factor
A0A0F7JJU4	54263	IPR050918;IPR016054;IPR045860;	PF00021;	Sodefrin-like factor
A0A0F7JJU5	54263	IPR050918;IPR016054;IPR045860;	PF00021;	Sodefrin-like factor
A0A0F7YYX2	8637	IPR003571;IPR045860;IPR054131;	PF21947;	Three-finger toxin 10c
A0A0F7YZ34	8637	IPR003571;IPR045860;IPR054131;	PF21947;	Three-finger toxin 10b
A0A0F7YZP6	8637	IPR045860;		Three-finger toxin 9b
A0A0F7Z039	8637	IPR045860;		Three-finger toxin 9c
A0A0F7Z047	8637	IPR003571;IPR045860;IPR054131;	PF21947;	Three-finger toxin 3
A0A0F7Z3R9	8637	IPR003571;IPR045860;IPR054131;	PF21947;	Three-finger toxin 6a
A0A0F7Z3S3	8637	IPR003571;IPR045860;IPR054131;	PF21947;	Three-finger toxin 1
A0A0F7Z3S7	8637	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Three-finger toxin 11a
A0A0F8B4V0	215358	IPR045860;		Uncharacterized protein
A0A0G2JT40	10116	IPR016054;	PF00021;	Urinary protein 2 like 2
A0A0G2K7Y1	10116	IPR045860;		LY6/PLAUR domain containing 9
A0A0G3I6K7	7004	IPR031424;IPR050975;	PF17064;	Ly-6/neurotoxin 2
A0A0G3I8D5	7004	IPR031424;IPR050975;	PF17064;	Ly-6/neurotoxin 1
A0A0G3IC74	7004	IPR031424;IPR050975;	PF17064;	Ly-6/neurotoxin 3
A0A0G3YJD1	39023	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short chain alpha neurotoxin DH
A0A0G3YLL2	1240351	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Three-finger toxin LB
A0A0H4BEF7	39023	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Three-finger toxin D.I
A0A0H4BEG1	39023	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Three-finger toxin D.N
A0A0H4BEG5	1675716	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Three-finger toxin B.C
A0A0H4BFP9	1240351	IPR003571;IPR045860;IPR054131;	PF21947;	Three-finger toxin L.D
A0A0H4BFQ4	39023	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Three-finger toxin D.K
A0A0H4BFQ5	39023	IPR003571;IPR045860;IPR054131;	PF21947;	Three-finger toxin D.Q
A0A0H4BJD1	1240351	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Three-finger toxin L.F
A0A0H4BJD4	39023	IPR003571;IPR045860;IPR054131;	PF21947;	Three-finger toxin D.M
A0A0H4BJD8	1675716	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Three-finger toxin B.B
A0A0H4BKI7	1240351	IPR045860;		Three-finger toxin L.C
A0A0H4BKJ0	39023	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Three-finger toxin D.J
A0A0H4BKJ5	39023	IPR003571;IPR045860;IPR054131;	PF21947;	Three-finger toxin D.P
A0A0H4BLY9	1240351	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Three-finger toxin L.E
A0A0H4BLZ2	39023	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Three-finger toxin D.L
A0A0H4BLZ7	1675716	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Three-finger toxin B.A
A0A0H4IRA8	1675716	IPR003571;IPR045860;IPR054131;	PF21947;	Three-finger toxin B.H
A0A0H4IRB3	1114301	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Three-finger toxin T.D
A0A0H4IS74	1675716	IPR003571;IPR045860;IPR054131;	PF21947;	Three-finger toxin B.F
A0A0H4IS80	1114301	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Three-finger toxin T.B
A0A0H4IUN8	1675716	IPR003571;IPR045860;IPR054131;	PF21947;	Three-finger toxin B.G
A0A0H4IUP1	1114301	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Three-finger toxin T.C
A0A0H4IVP7	1675716	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short chain alpha neurotoxin B.E
A0A0H4IVQ2	1114301	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Three-finger toxin T.A
A0A0H4IVQ6	1114301	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Three-finger toxin T.F
A0A0H4J512	1675716	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Short chain alpha neurotoxin B.D
A0A0H4J516	1675716	IPR003571;IPR045860;IPR018354;IPR054131;	PF21947;	Three-finger toxin B.I
A0A0H4J521	1114301	IPR003571;IPR045860;IPR054131;	PF21947;	Three-finger toxin 14 (Three-finger toxin T.E)
A0A0H5S1H3	6279	IPR045860;		Bm155
A0A0H5S539	6279	IPR031424;IPR045860;	PF17064;	Bm2040
A0A0H5SBB8	6279	IPR045860;		Bm10827
A0A0H5SL74	6279	IPR045860;		Bm13462
A0A0I9NB15	6279	IPR045860;		BMA-PQN-24
A0A0J7KLR5	67767	IPR050918;IPR045860;		Low affinity cationic amino acid transporter 2-like protein
A0A0J7KLT6	67767	IPR031424;	PF17064;	Uncharacterized protein
A0A0J7L1R5	67767	IPR045860;		Uncharacterized protein
A0A0J9R182	7240	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A0J9R4N1	7240	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A0J9XUL1	6279	IPR045860;		Bm9931
A0A0J9Y354	6279	IPR045860;		Bm2080, isoform a (Bm2080, isoform b)
A0A0J9YAZ0	6279	IPR050975;IPR045860;		Activin types I and II receptor domain-containing protein (Bm3016)
A0A0K0CVC8	6313	IPR045860;		Toxin_TOLIP domain-containing protein
A0A0K0D746	6313	IPR031424;	PF17064;	Protein quiver
A0A0K0DC38	6313	IPR031424;	PF17064;	Secreted protein
A0A0K0DJV4	6313	IPR045860;		Activin_recp domain-containing protein
A0A0K0DLA1	6313	IPR045860;		Activin_recp domain-containing protein
A0A0K0DPA7	6313	IPR045860;		Activin_recp domain-containing protein
A0A0K0DTX4	6248	IPR045860;		UPAR/Ly6 domain-containing protein
A0A0K0DVW0	6248	IPR045860;		Snake toxin/toxin-like domain-containing protein (Toxin_TOLIP domain-containing protein)
A0A0K0E1W3	6248	IPR045860;		UPAR/Ly6 domain-containing protein
A0A0K0E4T7	6248	IPR045860;		Activin types I and II receptor domain-containing protein (Activin_recp domain-containing protein)
A0A0K0E8P7	6248	IPR031424;	PF17064;	Protein quiver
A0A0K0E9Y5	6248	IPR045860;		UPAR/Ly6 domain-containing protein
A0A0K0EE03	6248	IPR045860;		Activin_recp domain-containing protein
A0A0K0EE04	6248	IPR045860;		Activin types I and II receptor domain-containing protein
A0A0K0EEY9	6248	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A0K0ENL8	6248	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A0K0EQ84	6248	IPR045807;IPR045860;	PF06211;	BAMBI domain-containing protein
A0A0K0ES21	6248	IPR045860;		Activin_recp domain-containing protein (UPAR/Ly6 domain-containing protein)
A0A0K0ESH1	6248	IPR045860;		Uncharacterized protein
A0A0K0EV88	75913	IPR045860;		Uncharacterized protein
A0A0K0EW69	75913	IPR045860;		Activin_recp domain-containing protein
A0A0K0EXV1	75913	IPR045860;		Activin types I and II receptor domain-containing protein
A0A0K0F403	75913	IPR031424;	PF17064;	Protein quiver
A0A0K0FF11	75913	IPR045860;		UPAR/Ly6 domain-containing protein
A0A0K0FF12	75913	IPR045860;		UPAR/Ly6 domain-containing protein
A0A0K0FGP8	75913	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A0K0FMR2	75913	IPR045860;		Activin_recp domain-containing protein
A0A0K0G1H7	75913	IPR045860;		Activin_recp domain-containing protein
A0A0K0G1H8	75913	IPR045860;		Activin_recp domain-containing protein
A0A0K0G1Y7	75913	IPR045860;		Activin_recp domain-containing protein
A0A0K0J086	6279	IPR045860;		Bm14094
A0A0K0JRK1	6279	IPR045860;		Activin_recp domain-containing protein (Bm7256)
A0A0K2T0G0	72036	IPR031424;IPR050975;	PF17064;	(salmon louse) hypothetical protein
A0A0K2T677	72036	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein
A0A0K2T9S3	72036	IPR050975;IPR045860;		Protein quiver
A0A0K2TAN0	72036	IPR031424;IPR050975;	PF17064;	Putative LOC101895980 [Musca domestica]
A0A0K2THV7	72036	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein
A0A0K2TKW9	72036	IPR031424;IPR050975;	PF17064;	(salmon louse) hypothetical protein
A0A0K2U9I9	72036	IPR018363;IPR045860;		Protein quiver
A0A0K2V1X8	72036	IPR045860;		(salmon louse) hypothetical protein
A0A0K2V6G1	72036	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A0K2VHS7	72036	IPR045860;		Uncharacterized protein
A0A0K8R3P1	34613	IPR031424;IPR050975;IPR045860;	PF17064;	Putative kunitz-like protein
A0A0K8RJ06	34613	IPR031424;IPR050975;	PF17064;	Putative secreted protein
A0A0K8RTJ4	35024	IPR016054;IPR045860;IPR046354;	PF00021;	Lymphocyte antigen 6 complex locus protein G6d-like
A0A0K8ST25	30085	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A0K8T9R8	30085	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A0K8TXT4	174628	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein
A0A0K8TZ22	174628	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A0K8UC64	174628	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A0K8UET1	174628	IPR045860;		Protein quiver
A0A0K8UJJ4	174628	IPR045860;		UPAR/Ly6 domain-containing protein
A0A0K8URX0	174628	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A0K8UY50	174628	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A0K8V052	174628	IPR045860;		UPAR/Ly6 domain-containing protein
A0A0K8V0S8	174628	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein
A0A0K8VB58	174628	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A0K8VDZ1	174628	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A0K8VEQ0	174628	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein
A0A0K8VJ70	174628	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A0K8VK42	174628	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A0K8WHA7	174628	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A0L0BN68	7375	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein
A0A0L0BT11	7375	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A0L0BT32	7375	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A0L0BZA1	7375	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A0L0C0B6	7375	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A0L0C188	7375	IPR045860;		Uncharacterized protein
A0A0L0C6K8	7375	IPR031424;	PF17064;	Protein sleepless
A0A0L0C712	7375	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A0L0CDM9	7375	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein
A0A0L0CDU8	7375	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein
A0A0L0CG35	7375	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A0L7KX99	104452	IPR031424;	PF17064;	Uncharacterized protein
A0A0L7KYE0	104452	IPR045860;IPR035076;	PF00087;	Low affinity cationic amino acid transporter 2
A0A0L7L088	104452	IPR031424;IPR050975;	PF17064;	Protein quiver
A0A0L7L4I8	104452	IPR031424;IPR045860;	PF17064;	Uncharacterized protein
A0A0L7L7B0	104452	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A0L7L7W8	104452	IPR031424;IPR050975;	PF17064;	Putative ly-6/neurotoxin superfamily member 1
A0A0L7QQU5	597456	IPR045860;		UPAR/Ly6 domain-containing protein
A0A0L7QT56	597456	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A0L7QV97	597456	IPR045860;		UPAR/Ly6 domain-containing protein
A0A0L7R400	597456	IPR031424;	PF17064;	Uncharacterized protein
A0A0L7R4Y1	597456	IPR031424;	PF17064;	Uncharacterized protein
A0A0L7RC23	597456	IPR039457;IPR045860;	PF16975;	Ly6/PLAUR domain-containing protein 6B
A0A0L7RHA1	597456	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A0L8FZV5	37653	IPR050918;IPR045860;		UPAR/Ly6 domain-containing protein
A0A0L8G4M0	37653	IPR031424;IPR050975;	PF17064;	Protein quiver
A0A0L8GGG8	37653	IPR020901;IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A0L8GGP3	37653	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A0L8GM14	37653	IPR031424;IPR045860;	PF17064;	UPAR/Ly6 domain-containing protein
A0A0L8GXF8	37653	IPR031424;IPR045860;	PF17064;	Protein quiver
A0A0L8GXK5	37653	IPR031424;IPR050975;IPR045860;	PF17064;	Protein sleepless
A0A0L8GYL0	37653	IPR031424;IPR050975;	PF17064;	Protein quiver
A0A0L8IDX6	37653	IPR031424;	PF17064;	Protein sleepless
A0A0L8IIH9	37653	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A0M3HND8	6252	IPR031424;	PF17064;	Zf-RVT domain-containing protein
A0A0M3HRW9	6252	IPR045860;		Activin_recp domain-containing protein
A0A0M3HYK7	6252	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A0M3I2L2	6252	IPR031424;IPR045860;	PF17064;	Protein quiver
A0A0M3I500	6252	IPR045860;		Protein quiver
A0A0M3I826	6252	IPR045860;		UPAR/Ly6 domain-containing protein
A0A0M3I9L3	6252	IPR045860;		Activin_recp domain-containing protein
A0A0M3IEM9	6252	IPR045860;		Activin_recp domain-containing protein
A0A0M3IFB8	6252	IPR045860;		UPAR/Ly6 domain-containing protein
A0A0M3IYW5	6269	IPR031424;	PF17064;	Protein sleepless
A0A0M3J3Y7	6269	IPR045860;		Activin_recp domain-containing protein
A0A0M3JAJ1	6269	IPR031424;	PF17064;	Protein quiver
A0A0M3JVX5	6269	IPR045860;		Secreted protein
A0A0M3JXZ4	6269	IPR045860;		Toxin_TOLIP domain-containing protein
A0A0M3K2H9	6269	IPR045860;		Activin_recp domain-containing protein
A0A0M3K7M8	6269	IPR031424;	PF17064;	Protein sleepless
A0A0M3QTS4	30019	IPR031424;IPR050975;	PF17064;	Atilla
A0A0M3QUQ1	30019	IPR031424;IPR050975;IPR045860;	PF17064;	CG6329
A0A0M4E4Q1	30019	IPR031424;IPR050975;IPR045860;	PF17064;	CG14275
A0A0M4E7V2	30019	IPR031424;IPR050975;	PF17064;	CG6583
A0A0M4EAH2	30019	IPR031424;IPR050975;	PF17064;	Crok
A0A0M4EEB1	30019	IPR031424;IPR050975;	PF17064;	CG9338
A0A0M4ELF1	30019	IPR031424;IPR050975;	PF17064;	Bou
A0A0M4ENC5	30019	IPR045860;		Cold
A0A0M4EQA3	30019	IPR031424;IPR050975;IPR045860;	PF17064;	CG7781
A0A0M4F1Z0	30019	IPR031424;IPR050975;	PF17064;	Crim
A0A0M5J3Y5	30019	IPR031424;IPR050975;	PF17064;	Maker497
A0A0M5J608	30019	IPR031424;IPR050975;	PF17064;	CG14274
A0A0M5JDS4	30019	IPR031424;IPR050975;	PF17064;	Rtv
A0A0M8ZPE2	166423	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein
A0A0M8ZY81	166423	IPR031424;	PF17064;	Uncharacterized protein
A0A0M8ZZ60	166423	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A0M9A643	166423	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A0M9A9M5	166423	IPR031424;	PF17064;	Uncharacterized protein
A0A0N0BEW8	166423	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A0N0BJS7	166423	IPR039457;IPR045860;	PF16975;	Ly6/PLAUR domain-containing protein 6B
A0A0N0PCA6	76193	IPR031424;	PF17064;	Protein sleepless
A0A0N0PDK8	76193	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
A0A0N0PE59	76193	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein
A0A0N1IA27	66420	IPR031424;	PF17064;	Protein sleepless
A0A0N1IN24	66420	IPR031424;	PF17064;	Protein sleepless
A0A0N1IP20	76193	IPR045860;		UPAR/Ly6 domain-containing protein
A0A0N4SWR2	6280	IPR045860;		Activin_recp domain-containing protein
A0A0N4T050	6280	IPR045860;IPR035076;	PF00087;	Laminin EGF-like domain-containing protein
A0A0N4T0D1	6280	IPR031424;IPR045860;	PF17064;	Protein sleepless
A0A0N4T0S1	6280	IPR045860;		Toxin_TOLIP domain-containing protein
A0A0N4T733	6280	IPR045860;		Activin_recp domain-containing protein
A0A0N4TKB4	6280	IPR031424;IPR045860;	PF17064;	Protein sleepless
A0A0N4TP16	6280	IPR045860;		Activin_recp domain-containing protein
A0A0N4TPT5	6280	IPR045860;		Activin_recp domain-containing protein
A0A0N4TPY7	6280	IPR045860;		Activin_recp domain-containing protein
A0A0N4TQ74	6280	IPR031424;IPR050975;	PF17064;	Protein quiver
A0A0N4TRH1	6280	IPR045860;		GDNF domain-containing protein
A0A0N4TTN3	6280	IPR045860;		Activin_recp domain-containing protein
A0A0N4U694	318479	IPR045860;		Activin_recp domain-containing protein
A0A0N4UAD7	318479	IPR031424;	PF17064;	Saposin B-type domain-containing protein
A0A0N4UD58	318479	IPR031424;IPR050975;	PF17064;	Protein quiver
A0A0N4UG61	318479	IPR045860;		Toxin_TOLIP domain-containing protein
A0A0N4UIT5	318479	IPR045860;		Activin_recp domain-containing protein
A0A0N4UL09	318479	IPR031424;	PF17064;	Protein quiver
A0A0N4UWL8	51028	IPR031424;	PF17064;	Protein quiver
A0A0N4V1D2	51028	IPR008472;IPR045860;	PF05444;	UPAR/Ly6 domain-containing protein
A0A0N4VHG8	51028	IPR031424;IPR050975;IPR045860;	PF17064;	Protein quiver
A0A0N4VJ04	51028	IPR045860;		Activin_recp domain-containing protein
A0A0N4VKP3	51028	IPR045860;		Activin_recp domain-containing protein
A0A0N4VN12	51028	IPR031424;	PF17064;	Protein sleepless
A0A0N4VNQ1	51028	IPR045860;		Activin_recp domain-containing protein
A0A0N4VQ31	51028	IPR045860;		Toxin_TOLIP domain-containing protein
A0A0N4W162	6290	IPR031424;	PF17064;	Protein sleepless
A0A0N4WBZ6	6290	IPR045860;		Activin_recp domain-containing protein
A0A0N4WDH9	6290	IPR045860;		Activin_recp domain-containing protein
A0A0N4WFT6	6290	IPR045860;		Activin_recp domain-containing protein
A0A0N4WQN0	6290	IPR031424;IPR045860;	PF17064;	Protein quiver
A0A0N4X2H5	6290	IPR045860;		Activin_recp domain-containing protein
A0A0N4X8P8	6290	IPR031424;	PF17064;	Protein quiver
A0A0N4X9U5	6290	IPR045860;		Activin_recp domain-containing protein
A0A0N4XA49	6290	IPR045860;		Activin_recp domain-containing protein
A0A0N4XE99	27835	IPR045860;		Activin_recp domain-containing protein
A0A0N4XIZ6	27835	IPR045860;		Uncharacterized protein
A0A0N4XTI3	27835	IPR045860;		Protein quiver
A0A0N4XU23	27835	IPR045860;		Toxin
A0A0N4XUE5	27835	IPR031424;	PF17064;	UPAR/Ly6 domain-containing protein
A0A0N4Y5D4	27835	IPR031424;IPR050975;IPR045860;	PF17064;	Activin_recp domain-containing protein
A0A0N4Y7N9	27835	IPR018363;IPR045860;IPR035076;	PF00087;	UPAR/Ly6 domain-containing protein
A0A0N4Y7S9	27835	IPR045860;		Toxin_TOLIP domain-containing protein
A0A0N4Y8Q3	27835	IPR045860;		Activin_recp domain-containing protein
A0A0N4YJ89	27835	IPR031424;	PF17064;	Protein sleepless
A0A0N4YMR0	27835	IPR016054;		UPAR/Ly6 domain-containing protein
A0A0N4Z005	131310	IPR045860;		Activin_recp domain-containing protein
A0A0N4ZAD6	131310	IPR045860;		Activin_recp domain-containing protein
A0A0N4ZKX4	131310	IPR045860;		Saposin B-type domain-containing protein
A0A0N4ZMQ0	131310	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A0N4ZNM6	131310	IPR045860;		Activin_recp domain-containing protein
A0A0N4ZNP5	131310	IPR045860;		Uncharacterized protein
A0A0N4ZQ95	131310	IPR045860;		UPAR/Ly6 domain-containing protein
A0A0N4ZXY7	131310	IPR045860;		Activin_recp domain-containing protein
A0A0N5A5B1	131310	IPR045860;		Toxin_TOLIP domain-containing protein
A0A0N5AED0	451379	IPR045860;		Activin_recp domain-containing protein
A0A0N5AH66	451379	IPR031424;	PF17064;	Protein quiver
A0A0N5AP90	451379	IPR045860;		Activin_recp domain-containing protein
A0A0N5APA9	451379	IPR031424;IPR050975;IPR045860;	PF17064;	Protein quiver
A0A0N5AVA4	451379	IPR045860;		Activin_recp domain-containing protein
A0A0N5AXK7	451379	IPR045860;IPR035076;	PF00087;	Toxin_TOLIP domain-containing protein
A0A0N5B4T9	174720	IPR045860;		Activin_recp domain-containing protein
A0A0N5B5L2	174720	IPR045860;		Apple domain-containing protein
A0A0N5BF53	174720	IPR045860;		Activin_recp domain-containing protein
A0A0N5BKE2	174720	IPR031424;	PF17064;	Protein quiver
A0A0N5BMC1	174720	IPR045860;		Activin_recp domain-containing protein
A0A0N5BN84	174720	IPR045860;		Activin_recp domain-containing protein
A0A0N5BQD4	174720	IPR031424;IPR050975;	PF17064;	Protein sleepless
A0A0N5BVX9	174720	IPR045860;		Activin_recp domain-containing protein
A0A0N5BVY0	174720	IPR045860;		Activin_recp domain-containing protein
A0A0N5C0X9	174720	IPR045860;		UPAR/Ly6 domain-containing protein
A0A0N5CAG2	174720	IPR045860;		Activin_recp domain-containing protein
A0A0N5CAG3	174720	IPR045860;		Activin_recp domain-containing protein
A0A0N5CCS6	174720	IPR031424;	PF17064;	Protein quiver
A0A0N5CGJ6	174720	IPR045860;		Beta-lactamase
A0A0N5CIB9	174720	IPR045860;		Activin_recp domain-containing protein
A0A0N5CJG1	103827	IPR045860;		Activin_recp domain-containing protein
A0A0N5CPV4	103827	IPR031424;IPR045860;	PF17064;	Protein quiver
A0A0N5CTC5	103827	IPR045860;		Protein quiver
A0A0N5CVM9	103827	IPR045860;		Activin_recp domain-containing protein
A0A0N5CXQ8	103827	IPR031424;	PF17064;	Protein sleepless
A0A0N5CZE7	103827	IPR045860;		Activin_recp domain-containing protein
A0A0N5DAC9	103827	IPR045860;IPR035076;	PF00087;	Toxin_TOLIP domain-containing protein
A0A0N5DCB1	103827	IPR031424;	PF17064;	Protein quiver
A0A0N8AG03	35525	IPR045860;		Uncharacterized protein
A0A0N8E6G7	35525	IPR050918;IPR045860;IPR035076;	PF00087;	Low affinity cationic amino acid transporter
A0A0N8JV02	113540	IPR045860;IPR046354;IPR035076;	PF00087;	Snake toxin/toxin-like domain-containing protein
A0A0N8JX70	113540	IPR016054;IPR045860;IPR046354;	PF00021;	Sperm acrosome membrane-associated protein 4-like
A0A0N8K361	113540	IPR045860;		Ly6/PLAUR domain-containing protein 1-like
A0A0P5C999	35525	IPR000472;IPR045860;	PF01064;	Uncharacterized protein
A0A0P5EXE0	35525	IPR031424;IPR050975;IPR045860;	PF17064;	Uncharacterized protein
A0A0P5JPQ4	35525	IPR051110;IPR016054;IPR045860;	PF00021;	UPAR/Ly6 domain-containing protein
A0A0P5RDQ1	35525	IPR031424;IPR050975;	PF17064;	Uncharacterized protein
