identifier,protein_display_name,functional_group,is_transmembrane,is_helix,is_beta,has_signal,pfam,primary_interpro_id,primary_interpro_short_name,phylum,order,family,genus,species,organism_id
A0A1A9WL39,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina brevipalpis,37001.0
A0A1A9WL40,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina brevipalpis,37001.0
A0A1A9WM89,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina brevipalpis,37001.0
A0A1A9WMM2,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Glossinidae,Glossina,Glossina brevipalpis,37001.0
A0A1A9WP25,Snake toxin/toxin-like domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Glossinidae,Glossina,Glossina brevipalpis,37001.0
A0A1A9WPK4,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina brevipalpis,37001.0
A0A1A9WZL1,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina brevipalpis,37001.0
A0A1A9WZL2,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina brevipalpis,37001.0
A0A1A9X0B1,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina brevipalpis,37001.0
A0A1A9X3A5,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina brevipalpis,37001.0
A0A1A9ZDC0,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina pallidipes,7398.0
A0A1A9ZDC5,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina pallidipes,7398.0
A0A1A9ZE63,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina pallidipes,7398.0
A0A1A9ZFI3,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina pallidipes,7398.0
A0A1A9ZFI4,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina pallidipes,7398.0
A0A1A9ZJI4,Snake toxin/toxin-like domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Glossinidae,Glossina,Glossina pallidipes,7398.0
A0A1A9ZP35,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina pallidipes,7398.0
A0A1A9ZP44,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina pallidipes,7398.0
A0A1B0A2Z3,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Glossinidae,Glossina,Glossina pallidipes,7398.0
A0A1B0A3H8,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina pallidipes,7398.0
A0A1B0A9C7,Snake toxin/toxin-like domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Glossinidae,Glossina,Glossina pallidipes,7398.0
A0A1B0AA59,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina pallidipes,7398.0
A0A1B0AAM6,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina pallidipes,7398.0
A0A1B0AAM7,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina pallidipes,7398.0
A0A1B0AAM8,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina pallidipes,7398.0
A0A1B0AEH0,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina pallidipes,7398.0
A0A1B0AP63,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina palpalis,67801.0
A0A1B0AUN4,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina palpalis,67801.0
A0A1B0B035,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina palpalis,67801.0
A0A1B0B2B1,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina palpalis,67801.0
A0A1B0B2B4,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina palpalis,67801.0
A0A1B0B9L9,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina palpalis,67801.0
A0A1B0B9Q4,Snake toxin/toxin-like domain-containing protein,,,,,,PF00087;,IPR035076,Toxin/TOLIP,Arthropoda,Diptera,Glossinidae,Glossina,Glossina palpalis,67801.0
A0A1B0BAK7,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina palpalis,67801.0
A0A1B0BG27,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina palpalis,67801.0
A0A1B0BM45,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina palpalis,67801.0
A0A1B0BNP6,Snake toxin/toxin-like domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Glossinidae,Glossina,Glossina palpalis,67801.0
A0A1B0BY91,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina palpalis,67801.0
A0A1B0C834,Putative conserved secreted protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,7200.0
A0A1B0C8R2,Protein quiver (Putative cytosolic 5'-nucleotidase 3),,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,7200.0
A0A1B0CAT6,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,7200.0
A0A1B0CB01,Protein quiver (Putative conserved secreted protein),,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,7200.0
A0A1B0CE43,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,7200.0
A0A1B0CG48,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,7200.0
A0A1B0CG49,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,7200.0
A0A1B0CGM9,Putative conserved secreted protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,7200.0
A0A1B0CI31,Protein sleepless,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,7200.0
A0A1B0CML5,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,7200.0
A0A1B0CQ61,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,7200.0
A0A1B0CY38,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,7200.0
A0A1B0CZE1,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Phlebotomus,Phlebotomus papatasi,29031.0
A0A1B0CZG9,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Psychodidae,Phlebotomus,Phlebotomus papatasi,29031.0
A0A1B0D069,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Phlebotomus,Phlebotomus papatasi,29031.0
A0A1B0D205,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Psychodidae,Phlebotomus,Phlebotomus papatasi,29031.0
A0A1B0D262,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Psychodidae,Phlebotomus,Phlebotomus papatasi,29031.0
A0A1B0D3G1,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Phlebotomus,Phlebotomus papatasi,29031.0
A0A1B0D4T5,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Phlebotomus,Phlebotomus papatasi,29031.0
A0A1B0D6M8,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Phlebotomus,Phlebotomus papatasi,29031.0
A0A1B0DJ61,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Phlebotomus,Phlebotomus papatasi,29031.0
A0A1B0DKN6,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Phlebotomus,Phlebotomus papatasi,29031.0
A0A1B0DLG7,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Phlebotomus,Phlebotomus papatasi,29031.0
A0A1B0DPS4,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Phlebotomus,Phlebotomus papatasi,29031.0
A0A1B0EXB4,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Phlebotomus,Phlebotomus papatasi,29031.0
A0A1B0FCQ1,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina morsitans,37546.0
A0A1B0FH00,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina morsitans,37546.0
A0A1B0FHH1,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina morsitans,37546.0
A0A1B0FHH4,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina morsitans,37546.0
A0A1B0FHK6,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina morsitans,37546.0
A0A1B0FIG3,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina morsitans,37546.0
A0A1B0FNK8,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina morsitans,37546.0
A0A1B0FYA4,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Phlebotomus,Phlebotomus papatasi,29031.0
A0A1B0G1J7,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina morsitans,37546.0
A0A1B0G421,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina morsitans,37546.0
A0A1B0G4Y0,Protein quiver,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Glossinidae,Glossina,Glossina morsitans,37546.0
A0A1B0GAD7,Uncharacterized protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Glossinidae,Glossina,Glossina morsitans,37546.0
A0A1B0GAD8,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Glossinidae,Glossina,Glossina morsitans,37546.0
A0A1B0GBB9,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina morsitans,37546.0
A0A1B0GFG3,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Glossinidae,Glossina,Glossina morsitans,37546.0
A0A1B0GGY4,Putative conserved secreted protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,7200.0
A0A1B0GH64,Putative conserved secreted protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,7200.0
A0A1B0GHC5,14.5 kDa midgut protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,7200.0
A0A1B0GHW8,Putative secreted protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,7200.0
A0A1B0GIW6,Putative conserved secreted protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,7200.0
A0A1B0GKW2,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,7200.0
A0A1B0GLJ9,Putative conserved secreted protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,7200.0
A0A1B0GLK0,Putative conserved secreted protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,7200.0
A0A1B0GLK1,Putative 13.7 kDa midgut protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Diptera,Psychodidae,Lutzomyia,Lutzomyia longipalpis,7200.0
A0A1B4ZDB6,"Activin type-I receptor, Baboon, Isoform C",,,,,,PF01064;,IPR045860,Snake_toxin-like_sf,Arthropoda,Decapoda,Cambaridae,Procambarus,Procambarus fallax,215716.0
A0A1B6C834,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Clastopteridae,Clastoptera,Clastoptera arizonana,38151.0
A0A1B6CQR7,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Clastopteridae,Clastoptera,Clastoptera arizonana,38151.0
A0A1B6CXX9,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Clastopteridae,Clastoptera,Clastoptera arizonana,38151.0
A0A1B6DF33,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Clastopteridae,Clastoptera,Clastoptera arizonana,38151.0
A0A1B6DF44,UPAR/Ly6 domain-containing protein,,,,,,PF16975;,IPR039457,LYPD6-like,Arthropoda,Hemiptera,Clastopteridae,Clastoptera,Clastoptera arizonana,38151.0
A0A1B6DU84,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Clastopteridae,Clastoptera,Clastoptera arizonana,38151.0
A0A1B6DUG0,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Clastopteridae,Clastoptera,Clastoptera arizonana,38151.0
A0A1B6EBJ6,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Clastopteridae,Clastoptera,Clastoptera arizonana,38151.0
A0A1B6EBK2,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Clastopteridae,Clastoptera,Clastoptera arizonana,38151.0
A0A1B6ED59,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hemiptera,Clastopteridae,Clastoptera,Clastoptera arizonana,38151.0
A0A1B6EG04,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hemiptera,Clastopteridae,Clastoptera,Clastoptera arizonana,38151.0
A0A1B6EN97,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Cuerna,Cuerna arida,1464854.0
A0A1B6EP11,Protein quiver,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hemiptera,Cicadellidae,Cuerna,Cuerna arida,1464854.0
A0A1B6EPQ6,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Cuerna,Cuerna arida,1464854.0
A0A1B6EW33,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Cuerna,Cuerna arida,1464854.0
A0A1B6EX43,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Cuerna,Cuerna arida,1464854.0
A0A1B6F5U8,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Cuerna,Cuerna arida,1464854.0
A0A1B6FI72,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Cuerna,Cuerna arida,1464854.0
A0A1B6FM29,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Cuerna,Cuerna arida,1464854.0
A0A1B6FQ22,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Cuerna,Cuerna arida,1464854.0
A0A1B6FS97,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Cuerna,Cuerna arida,1464854.0
A0A1B6G421,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Cuerna,Cuerna arida,1464854.0
A0A1B6G5C7,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Cuerna,Cuerna arida,1464854.0
A0A1B6GAG9,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Cuerna,Cuerna arida,1464854.0
A0A1B6GD31,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hemiptera,Cicadellidae,Cuerna,Cuerna arida,1464854.0
A0A1B6GJT0,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Cuerna,Cuerna arida,1464854.0
A0A1B6GYW2,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hemiptera,Cicadellidae,Cuerna,Cuerna arida,1464854.0
A0A1B6HLW2,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Homalodisca,Homalodisca liturata,320908.0
A0A1B6HNU8,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Homalodisca,Homalodisca liturata,320908.0
A0A1B6HRF6,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Homalodisca,Homalodisca liturata,320908.0
A0A1B6I5Y0,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Homalodisca,Homalodisca liturata,320908.0
A0A1B6ID59,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Homalodisca,Homalodisca liturata,320908.0
A0A1B6IIT2,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Homalodisca,Homalodisca liturata,320908.0
A0A1B6INM5,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Homalodisca,Homalodisca liturata,320908.0
A0A1B6JA00,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Homalodisca,Homalodisca liturata,320908.0
A0A1B6JG77,Snake toxin/toxin-like domain-containing protein,,,,,,PF00087;,IPR035076,Toxin/TOLIP,Arthropoda,Hemiptera,Cicadellidae,Homalodisca,Homalodisca liturata,320908.0
A0A1B6JH96,Protein quiver,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hemiptera,Cicadellidae,Homalodisca,Homalodisca liturata,320908.0
A0A1B6JX96,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Homalodisca,Homalodisca liturata,320908.0
A0A1B6K7H2,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Homalodisca,Homalodisca liturata,320908.0
A0A1B6K9A9,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Graphocephala,Graphocephala atropunctata,36148.0
A0A1B6KVG6,UPAR/Ly6 domain-containing protein,,,,,,PF16975;,IPR039457,LYPD6-like,Arthropoda,Hemiptera,Cicadellidae,Graphocephala,Graphocephala atropunctata,36148.0
A0A1B6KVL0,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hemiptera,Cicadellidae,Graphocephala,Graphocephala atropunctata,36148.0
A0A1B6KW31,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Graphocephala,Graphocephala atropunctata,36148.0
A0A1B6LAZ7,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Graphocephala,Graphocephala atropunctata,36148.0
A0A1B6LI67,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Graphocephala,Graphocephala atropunctata,36148.0
A0A1B6LXC6,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Graphocephala,Graphocephala atropunctata,36148.0
A0A1B6M2H9,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Graphocephala,Graphocephala atropunctata,36148.0
A0A1B6MBI7,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Arthropoda,Hemiptera,Cicadellidae,Graphocephala,Graphocephala atropunctata,36148.0
A0A1B6MTQ1,Uncharacterized protein,,,,,,PF17064;,IPR031424,QVR-like,Arthropoda,Hemiptera,Cicadellidae,Graphocephala,Graphocephala atropunctata,36148.0
A0A1B8YA87,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Chordata,Anura,Pipidae,Xenopus,Xenopus tropicalis,8364.0
A0A1D1UJ77,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Tardigrada,Parachela,Ramazzottiidae,Ramazzottius,Ramazzottius varieornatus,947166.0
A0A1D1UJY4,UPAR/Ly6 domain-containing protein,,,,,,,IPR045860,Snake_toxin-like_sf,Tardigrada,Parachela,Ramazzottiidae,Ramazzottius,Ramazzottius varieornatus,947166.0
A0A1D1UK01,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Tardigrada,Parachela,Ramazzottiidae,Ramazzottius,Ramazzottius varieornatus,947166.0
A0A1D1UKG1,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Tardigrada,Parachela,Ramazzottiidae,Ramazzottius,Ramazzottius varieornatus,947166.0
A0A1D1URP2,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Tardigrada,Parachela,Ramazzottiidae,Ramazzottius,Ramazzottius varieornatus,947166.0
A0A1D1UTA8,UPAR/Ly6 domain-containing protein,,,,,,PF17064;,IPR031424,QVR-like,Tardigrada,Parachela,Ramazzottiidae,Ramazzottius,Ramazzottius varieornatus,947166.0
A0A1D1UV34,Snake toxin/toxin-like domain-containing protein,,,,,,PF00087;,IPR035076,Toxin/TOLIP,Tardigrada,Parachela,Ramazzottiidae,Ramazzottius,Ramazzottius varieornatus,947166.0
A0A1D1V940,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Tardigrada,Parachela,Ramazzottiidae,Ramazzottius,Ramazzottius varieornatus,947166.0
A0A1D1VPI4,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Tardigrada,Parachela,Ramazzottiidae,Ramazzottius,Ramazzottius varieornatus,947166.0
A0A1D1VPI7,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Tardigrada,Parachela,Ramazzottiidae,Ramazzottius,Ramazzottius varieornatus,947166.0
A0A1D1VR81,UPAR/Ly6 domain-containing protein,,,,,,PF16975;,IPR045860,Snake_toxin-like_sf,Tardigrada,Parachela,Ramazzottiidae,Ramazzottius,Ramazzottius varieornatus,947166.0
A0A1D1VU07,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Tardigrada,Parachela,Ramazzottiidae,Ramazzottius,Ramazzottius varieornatus,947166.0
A0A1D1VWX7,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Tardigrada,Parachela,Ramazzottiidae,Ramazzottius,Ramazzottius varieornatus,947166.0
A0A1D1VYU3,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Tardigrada,Parachela,Ramazzottiidae,Ramazzottius,Ramazzottius varieornatus,947166.0
A0A1D1W025,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Tardigrada,Parachela,Ramazzottiidae,Ramazzottius,Ramazzottius varieornatus,947166.0
A0A1D1W0Z2,UPAR/Ly6 domain-containing protein,,,,,,PF17064;,IPR031424,QVR-like,Tardigrada,Parachela,Ramazzottiidae,Ramazzottius,Ramazzottius varieornatus,947166.0
A0A1D1W374,Protein quiver,,,,,,PF17064;,IPR031424,QVR-like,Tardigrada,Parachela,Ramazzottiidae,Ramazzottius,Ramazzottius varieornatus,947166.0
A0A1D1W3V0,Protein sleepless,,,,,,PF17064;,IPR031424,QVR-like,Tardigrada,Parachela,Ramazzottiidae,Ramazzottius,Ramazzottius varieornatus,947166.0
