protein_id,protein_name,organism,sequence_length,tax_id,interpro_1,interpro_2,interpro_3,interpro_4
A0A3M0IUN3,receptor protein serine/threonine kinase,Hirundo rustica rustica,323,333673.0,IPR045860,,,
A0A3M0IV72,Activin receptor type-1,Hirundo rustica rustica,682,333673.0,IPR045860,,,
A0A3M0IVK1,receptor protein serine/threonine kinase,Hirundo rustica rustica,492,333673.0,IPR045860,,,
A0A3M0IVN9,UPAR/Ly6 domain-containing protein,Hirundo rustica rustica,128,333673.0,IPR045860,,,
A0A3M0J485,UPAR/Ly6 domain-containing protein,Hirundo rustica rustica,126,333673.0,IPR016054,IPR045860,,
A0A3M0JVS8,BMP and activin membrane-bound inhibitor homolog,Hirundo rustica rustica,261,333673.0,IPR045860,,,
A0A3M0JW34,TGF-beta receptor type-2,Hirundo rustica rustica,568,333673.0,IPR045860,,,
A0A3M0JX23,Serine/threonine-protein kinase receptor,Hirundo rustica rustica,521,333673.0,IPR045860,,,
A0A3M0KDK7,Transforming acidic coiled-coil-containing protein C-terminal domain-containing protein,Hirundo rustica rustica,1154,333673.0,IPR045860,,,
A0A3M0KKH4,receptor protein serine/threonine kinase,Hirundo rustica rustica,530,333673.0,IPR045860,,,
A0A3M0KKH5,receptor protein serine/threonine kinase,Hirundo rustica rustica,546,333673.0,IPR045860,,,
A0A3M0KNA8,UPAR/Ly6 domain-containing protein,Hirundo rustica rustica,126,333673.0,IPR016054,IPR035076,IPR045860,
A0A3M0KNA9,UPAR/Ly6 domain-containing protein,Hirundo rustica rustica,451,333673.0,IPR016054,IPR035076,IPR045860,
A0A3M0KNM4,UPAR/Ly6 domain-containing protein,Hirundo rustica rustica,126,333673.0,IPR016054,IPR035076,IPR045860,
A0A3M0KNN6,UPAR/Ly6 domain-containing protein,Hirundo rustica rustica,127,333673.0,IPR016054,IPR035076,IPR045860,
A0A3M0KNS9,UPAR/Ly6 domain-containing protein,Hirundo rustica rustica,126,333673.0,IPR016054,IPR035076,IPR045860,
A0A3M0KQ32,Snake toxin/toxin-like domain-containing protein,Hirundo rustica rustica,89,333673.0,IPR035076,IPR045860,,
A0A3M0KTJ0,UPAR/Ly6 domain-containing protein,Hirundo rustica rustica,127,333673.0,IPR016054,IPR035076,IPR045860,
A0A3M0KUE1,TGF-beta receptor type-1,Hirundo rustica rustica,833,333673.0,IPR045860,,,
A0A3M0L024,TGF-beta receptor type-2,Hirundo rustica rustica,434,333673.0,IPR045860,,,
A0A3M0L046,TGF-beta receptor type-2,Hirundo rustica rustica,576,333673.0,IPR045860,,,
A0A3M0L057,UPAR/Ly6 domain-containing protein,Hirundo rustica rustica,141,333673.0,IPR016054,IPR045860,,
A0A3M0L0D5,Bone morphogenetic protein receptor type-2,Hirundo rustica rustica,1441,333673.0,IPR045860,,,
A0A3M0L1C6,UPAR/Ly6 domain-containing protein,Hirundo rustica rustica,180,333673.0,IPR039457,IPR045860,,
A0A3M6T4H5,receptor protein serine/threonine kinase,Pocillopora damicornis,547,46731.0,IPR045860,,,
A0A3M6T7D6,UPAR/Ly6 domain-containing protein,Pocillopora damicornis,135,46731.0,IPR045860,,,
A0A3M6T9R2,Fibronectin type-II domain-containing protein,Pocillopora damicornis,186,46731.0,IPR045860,,,
A0A3M6T9S7,CUB domain-containing protein,Pocillopora damicornis,365,46731.0,IPR045860,,,
A0A3M6TBQ3,Uncharacterized protein,Pocillopora damicornis,118,46731.0,IPR045860,,,
A0A3M6TBQ4,UPAR/Ly6 domain-containing protein,Pocillopora damicornis (Cauliflower coral),124,46731.0,IPR016054,IPR045860,,
A0A3M6TBR7,UPAR/Ly6 domain-containing protein,Pocillopora damicornis (Cauliflower coral),241,46731.0,IPR016054,IPR045860,,
A0A3M6TBT0,UPAR/Ly6 domain-containing protein,Pocillopora damicornis,249,46731.0,IPR045860,,,
A0A3M6TBU9,Uncharacterized protein,Pocillopora damicornis,147,46731.0,IPR045860,,,
A0A3M6TD99,UPAR/Ly6 domain-containing protein,Pocillopora damicornis,113,46731.0,IPR045860,,,
A0A3M6TH67,UPAR/Ly6 domain-containing protein,Pocillopora damicornis (Cauliflower coral),388,46731.0,IPR016054,IPR045860,,
A0A3M6TJG0,UPAR/Ly6 domain-containing protein,Pocillopora damicornis,270,46731.0,IPR045860,,,
A0A3M6TJG9,Uncharacterized protein,Pocillopora damicornis,118,46731.0,IPR045860,,,
A0A3M6TKR6,Activin types I and II receptor domain-containing protein,Pocillopora damicornis,269,46731.0,IPR045860,,,
A0A3M6TKX6,UPAR/Ly6 domain-containing protein,Pocillopora damicornis,142,46731.0,IPR045860,,,
A0A3M6TKY4,Uncharacterized protein,Pocillopora damicornis,76,46731.0,IPR045860,,,
A0A3M6TKY6,UPAR/Ly6 domain-containing protein,Pocillopora damicornis,149,46731.0,IPR045860,,,
A0A3M6TLB5,Dual serine/threonine and tyrosine protein kinase,Pocillopora damicornis,978,46731.0,IPR045860,,,
A0A3M6TMH5,UPAR/Ly6 domain-containing protein,Pocillopora damicornis,139,46731.0,IPR045860,,,
A0A3M6TQ38,UPAR/Ly6 domain-containing protein,Pocillopora damicornis,100,46731.0,IPR045860,,,
A0A3M6TSQ8,UPAR/Ly6 domain-containing protein,Pocillopora damicornis (Cauliflower coral),155,46731.0,IPR016054,IPR045860,,
A0A3M6TU70,receptor protein serine/threonine kinase,Pocillopora damicornis,506,46731.0,IPR045860,,,
A0A3M6TY10,UPAR/Ly6 domain-containing protein,Pocillopora damicornis (Cauliflower coral),142,46731.0,IPR016054,IPR045860,,
A0A3M6TYQ6,UPAR/Ly6 domain-containing protein,Pocillopora damicornis (Cauliflower coral),149,46731.0,IPR016054,IPR045860,,
A0A3M6TYS5,UPAR/Ly6 domain-containing protein,Pocillopora damicornis (Cauliflower coral),138,46731.0,IPR016054,IPR045860,,
A0A3M6TZW4,Activin types I and II receptor domain-containing protein,Pocillopora damicornis,252,46731.0,IPR045860,,,
A0A3M6U0A5,UPAR/Ly6 domain-containing protein,Pocillopora damicornis,196,46731.0,IPR045860,,,
A0A3M6U108,Uncharacterized protein,Pocillopora damicornis,221,46731.0,IPR045860,,,
A0A3M6U616,UPAR/Ly6 domain-containing protein,Pocillopora damicornis,133,46731.0,IPR045860,,,
A0A3M6U636,UPAR/Ly6 domain-containing protein,Pocillopora damicornis,229,46731.0,IPR045860,,,
A0A3M6U6C8,UPAR/Ly6 domain-containing protein,Pocillopora damicornis,150,46731.0,IPR045860,,,
A0A3M6U6K7,UPAR/Ly6 domain-containing protein,Pocillopora damicornis,133,46731.0,IPR045860,,,
A0A3M6U6R3,UPAR/Ly6 domain-containing protein,Pocillopora damicornis,144,46731.0,IPR045860,,,
A0A3M6U7H7,UPAR/Ly6 domain-containing protein,Pocillopora damicornis,127,46731.0,IPR045860,,,
A0A3M6U7I5,UPAR/Ly6 domain-containing protein,Pocillopora damicornis (Cauliflower coral),146,46731.0,IPR016054,IPR045860,,
A0A3M6UGE3,Receptor protein-tyrosine kinase,Pocillopora damicornis (Cauliflower coral),948,46731.0,IPR016054,IPR045860,,
A0A3M6UL32,UPAR/Ly6 domain-containing protein,Pocillopora damicornis,146,46731.0,IPR045860,,,
A0A3M6UNB2,UPAR/Ly6 domain-containing protein,Pocillopora damicornis (Cauliflower coral),147,46731.0,IPR016054,IPR045860,,
A0A3M6UR46,UPAR/Ly6 domain-containing protein,Pocillopora damicornis,123,46731.0,IPR045860,,,
A0A3M6URA3,UPAR/Ly6 domain-containing protein,Pocillopora damicornis (Cauliflower coral),480,46731.0,IPR016054,IPR045860,,
A0A3M6URE4,UPAR/Ly6 domain-containing protein,Pocillopora damicornis,108,46731.0,IPR045860,,,
A0A3M6URR5,Serine/threonine-protein kinase receptor,Pocillopora damicornis,529,46731.0,IPR045860,,,
A0A3M6US25,Serine/threonine-protein kinase receptor,Pocillopora damicornis,563,46731.0,IPR045860,,,
A0A3M6UTN5,UPAR/Ly6 domain-containing protein,Pocillopora damicornis,147,46731.0,IPR045860,,,
A0A3M6UU69,Uncharacterized protein,Pocillopora damicornis,236,46731.0,IPR045860,,,
A0A3M6UV60,UPAR/Ly6 domain-containing protein,Pocillopora damicornis (Cauliflower coral),209,46731.0,IPR016054,IPR035076,IPR045860,
A0A3M6UXM4,UPAR/Ly6 domain-containing protein,Pocillopora damicornis,132,46731.0,IPR045860,,,
A0A3M6V1V9,Uncharacterized protein,Pocillopora damicornis,126,46731.0,IPR045860,,,
A0A3M6V265,UPAR/Ly6 domain-containing protein,Pocillopora damicornis (Cauliflower coral),216,46731.0,IPR016054,IPR045860,,
A0A3M6V286,UPAR/Ly6 domain-containing protein,Pocillopora damicornis (Cauliflower coral),613,46731.0,IPR016054,IPR045860,,
A0A3M6V525,UPAR/Ly6 domain-containing protein,Pocillopora damicornis,133,46731.0,IPR045860,,,
A0A3M6V5B7,UPAR/Ly6 domain-containing protein,Pocillopora damicornis,174,46731.0,IPR045860,,,
A0A3M6V5B9,UPAR/Ly6 domain-containing protein,Pocillopora damicornis (Cauliflower coral),138,46731.0,IPR016054,IPR045860,,
A0A3M6V5C3,"Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1",Pocillopora damicornis (Cauliflower coral),448,46731.0,IPR016054,IPR045860,,
A0A3M6V5S6,UPAR/Ly6 domain-containing protein,Pocillopora damicornis,109,46731.0,IPR045860,,,
A0A3M7P3F5,Protein sleepless,Brachionus plicatilis (Marine rotifer),117,10195.0,IPR031424,IPR045860,,
A0A3M7P4A5,UPAR/Ly6 domain-containing protein,Brachionus plicatilis,120,10195.0,IPR045860,,,
A0A3M7P5S9,Snake toxin/toxin-like domain-containing protein,Brachionus plicatilis (Marine rotifer),76,10195.0,IPR035076,IPR045860,,
A0A3M7P7D5,Snake toxin/toxin-like domain-containing protein,Brachionus plicatilis (Marine rotifer),95,10195.0,IPR035076,IPR045860,,
A0A3M7PFA6,EGF-like domain-containing protein,Brachionus plicatilis (Marine rotifer),230,,IPR031424,,,
A0A3M7PIG9,Snake toxin/toxin-like domain-containing protein,Brachionus plicatilis (Marine rotifer),121,10195.0,IPR035076,IPR045860,,
A0A3M7PKT0,UPAR/Ly6 domain-containing protein,Brachionus plicatilis (Marine rotifer),117,10195.0,IPR016054,IPR035076,IPR045860,
A0A3M7PLQ8,Uncharacterized protein,Brachionus plicatilis,61,10195.0,IPR045860,,,
A0A3M7PWB9,Uncharacterized protein,Brachionus plicatilis,140,10195.0,IPR045860,,,
A0A3M7Q1X2,Snake toxin/toxin-like domain-containing protein,Brachionus plicatilis (Marine rotifer),130,10195.0,IPR035076,IPR045860,,
A0A3M7Q3H8,UPAR/Ly6 domain-containing protein,Brachionus plicatilis,139,10195.0,IPR045860,,,
A0A3M7Q6P4,Snake toxin/toxin-like domain-containing protein,Brachionus plicatilis (Marine rotifer),119,10195.0,IPR035076,IPR045860,,
A0A3M7Q7B1,Snake toxin/toxin-like domain-containing protein,Brachionus plicatilis (Marine rotifer),107,10195.0,IPR035076,IPR045860,,
A0A3M7QDN3,UPAR/Ly6 domain-containing protein qvr,Brachionus plicatilis (Marine rotifer),134,,IPR031424,,,
A0A3M7QI70,Tesmin/TSO1-like CXC domain-containing protein,Brachionus plicatilis (Marine rotifer),303,10195.0,IPR035076,IPR045860,,
A0A3M7QKJ5,Uncharacterized protein,Brachionus plicatilis,122,10195.0,IPR045860,,,
A0A3M7QKR0,Putative omega-scoloptoxin-Ssm1a,Brachionus plicatilis (Marine rotifer),120,10195.0,IPR031424,IPR045860,,
A0A3M7QQP0,UPAR/Ly6 domain-containing protein,Brachionus plicatilis (Marine rotifer),339,10195.0,IPR016054,IPR045860,,
A0A3M7QQQ6,UPAR/Ly6 domain-containing protein,Brachionus plicatilis,137,10195.0,IPR045860,,,
A0A3M7QVL2,Prostate stem cell antigen-like,Brachionus plicatilis,201,10195.0,IPR045860,,,
A0A3M7QVN7,Uncharacterized protein,Brachionus plicatilis (Marine rotifer),181,10195.0,IPR031424,IPR045860,,
A0A3M7R5Z2,UPAR/Ly6 domain-containing protein,Brachionus plicatilis,99,10195.0,IPR045860,,,
A0A3M7RAU9,Snake toxin/toxin-like domain-containing protein,Brachionus plicatilis (Marine rotifer),118,10195.0,IPR035076,IPR045860,,
A0A3M7RCI7,UPAR/Ly6 domain-containing protein,Brachionus plicatilis,269,10195.0,IPR045860,,,
A0A3M7RDX2,UPAR/Ly6 domain-containing protein,Brachionus plicatilis,138,10195.0,IPR045860,,,
A0A3M7REL4,Protein sleepless,Brachionus plicatilis (Marine rotifer),134,10195.0,IPR031424,IPR045860,,
A0A3M7RG67,Protein sleepless,Brachionus plicatilis (Marine rotifer),136,,IPR031424,,,
A0A3M7RLW0,Uncharacterized protein,Brachionus plicatilis,211,10195.0,IPR045860,,,
A0A3M7RMB0,UPAR/Ly6 domain-containing protein,Brachionus plicatilis,141,10195.0,IPR045860,,,
A0A3M7RTH7,UPAR/Ly6 domain-containing protein,Brachionus plicatilis,128,10195.0,IPR045860,,,
A0A3M7RUK4,Protein sleepless,Brachionus plicatilis (Marine rotifer),141,10195.0,IPR031424,IPR045860,,
A0A3M7S2J2,Snake toxin/toxin-like domain-containing protein,Brachionus plicatilis (Marine rotifer),148,10195.0,IPR003571,IPR035076,IPR045860,
A0A3M7S394,FAD-dependent oxidoreductase,Brachionus plicatilis,155,10195.0,IPR045860,,,
A0A3M7S4T3,Snake toxin/toxin-like domain-containing protein,Brachionus plicatilis (Marine rotifer),88,10195.0,IPR035076,IPR045860,,
A0A3M7S8Y0,Activin types I and II receptor domain-containing protein,Brachionus plicatilis,133,10195.0,IPR045860,,,
A0A3M7SCC0,Protein sleepless,Brachionus plicatilis (Marine rotifer),166,,IPR031424,,,
A0A3M7SEF5,UPAR/Ly6 domain-containing protein,Brachionus plicatilis (Marine rotifer),201,10195.0,IPR016054,IPR035076,IPR045860,
A0A3M7SJG3,Uncharacterized protein,Brachionus plicatilis,106,10195.0,IPR045860,,,
A0A3M7SL07,Uncharacterized protein,Brachionus plicatilis (Marine rotifer),111,,IPR031424,,,
A0A3M7SN61,Protein sleepless,Brachionus plicatilis (Marine rotifer),115,,IPR031424,,,
A0A3M7SVS3,Snake toxin/toxin-like domain-containing protein,Brachionus plicatilis (Marine rotifer),253,10195.0,IPR035076,IPR045860,,
A0A3M7T0Z9,UPAR/Ly6 domain-containing protein qvr,Brachionus plicatilis (Marine rotifer),144,,IPR031424,,,
A0A3M7T3T7,UPAR/Ly6 domain-containing protein,Brachionus plicatilis (Marine rotifer),433,10195.0,IPR016054,IPR035076,IPR045860,
A0A3M7T9B0,Snake toxin/toxin-like domain-containing protein,Brachionus plicatilis (Marine rotifer),204,10195.0,IPR035076,IPR045860,,
A0A3N0XCQ7,Snake toxin/toxin-like domain-containing protein,Anabarilius grahami (Kanglang fish),76,495550.0,IPR035076,IPR045860,,
A0A3N0XGL1,Activin receptor type-1,Anabarilius grahami,818,495550.0,IPR045860,,,
A0A3N0XIL7,Urokinase plasminogen activator surface receptor,Anabarilius grahami,172,495550.0,IPR045860,,,
A0A3N0XLF4,Serine/threonine-protein kinase receptor,Anabarilius grahami,472,495550.0,IPR045860,,,
A0A3N0XMR9,Serine/threonine-protein kinase receptor,Anabarilius grahami,491,495550.0,IPR045860,,,
A0A3N0XN58,BMP and activin membrane-bound inhibitor homolog,Anabarilius grahami,802,495550.0,IPR045860,,,
A0A3N0XQM4,UPAR/Ly6 domain-containing protein,Anabarilius grahami (Kanglang fish),153,495550.0,IPR016054,IPR045860,,
A0A3N0XSM9,UPAR/Ly6 domain-containing protein,Anabarilius grahami (Kanglang fish),290,495550.0,IPR016054,IPR035076,IPR045860,
A0A3N0XST3,Uncharacterized protein,Anabarilius grahami (Kanglang fish),168,495550.0,IPR016054,IPR035076,IPR045860,
A0A3N0XST6,MAC-inhibitory protein,Anabarilius grahami (Kanglang fish),215,495550.0,IPR016054,IPR035076,IPR045860,
A0A3N0XVE5,UPAR/Ly6 domain-containing protein,Anabarilius grahami (Kanglang fish),258,495550.0,IPR016054,IPR045860,,
A0A3N0XWB8,Ly6/PLAUR domain-containing protein 1,Anabarilius grahami,123,495550.0,IPR045860,,,
A0A3N0Y080,MAC-inhibitory protein,Anabarilius grahami (Kanglang fish),203,495550.0,IPR016054,IPR045860,,
A0A3N0Y3B5,UPAR/Ly6 domain-containing protein,Anabarilius grahami (Kanglang fish),216,495550.0,IPR016054,IPR045860,,
A0A3N0YBP6,MAC-inhibitory protein,Anabarilius grahami (Kanglang fish),211,495550.0,IPR016054,IPR045860,,
A0A3N0YBQ0,UPAR/Ly6 domain-containing protein,Anabarilius grahami (Kanglang fish),202,495550.0,IPR016054,IPR035076,IPR045860,
A0A3N0YDX8,Serine/threonine-protein kinase receptor,Anabarilius grahami,1383,495550.0,IPR045860,,,
A0A3N0YEA6,Serine/threonine-protein kinase receptor,Anabarilius grahami,534,495550.0,IPR045860,,,
A0A3N0YGS4,UPAR/Ly6 domain-containing protein,Anabarilius grahami (Kanglang fish),200,495550.0,IPR016054,IPR045860,,
A0A3N0YL02,Activin receptor type-1C,Anabarilius grahami,531,495550.0,IPR045860,,,
A0A3N0YL70,receptor protein serine/threonine kinase,Anabarilius grahami,553,495550.0,IPR045860,,,
A0A3N0YNQ2,UPAR/Ly6 domain-containing protein,Anabarilius grahami (Kanglang fish),212,495550.0,IPR016054,IPR045860,,
A0A3N0YP21,UPAR/Ly6 domain-containing protein,Anabarilius grahami,78,495550.0,IPR045860,,,
A0A3N0YRH5,Serine/threonine-protein kinase receptor,Anabarilius grahami,504,495550.0,IPR045860,,,
A0A3N0YTS3,MAC-inhibitory protein,Anabarilius grahami (Kanglang fish),124,495550.0,IPR016054,IPR045860,,
A0A3N0YU72,receptor protein serine/threonine kinase,Anabarilius grahami,529,495550.0,IPR045860,,,
A0A3N0YV41,UPAR/Ly6 domain-containing protein,Anabarilius grahami (Kanglang fish),235,495550.0,IPR016054,IPR035076,IPR045860,
A0A3N0YV51,UPAR/Ly6 domain-containing protein,Anabarilius grahami (Kanglang fish),112,495550.0,IPR016054,IPR045860,,
A0A3N0YV62,UPAR/Ly6 domain-containing protein,Anabarilius grahami (Kanglang fish),199,495550.0,IPR016054,IPR035076,IPR045860,
A0A3N0YV69,UPAR/Ly6 domain-containing protein,Anabarilius grahami (Kanglang fish),140,495550.0,IPR016054,IPR035076,IPR045860,
A0A3N0YV71,UPAR/Ly6 domain-containing protein,Anabarilius grahami (Kanglang fish),123,495550.0,IPR016054,IPR045860,,
A0A3N0YVG1,UPAR/Ly6 domain-containing protein,Anabarilius grahami (Kanglang fish),127,495550.0,IPR016054,IPR045860,,
A0A3N0YVT3,CCHC-type domain-containing protein,Anabarilius grahami (Kanglang fish),428,495550.0,IPR016054,IPR035076,IPR045860,
A0A3N0YWG8,UPAR/Ly6 domain-containing protein,Anabarilius grahami (Kanglang fish),197,495550.0,IPR016054,IPR035076,IPR045860,
A0A3N0YWS5,TGF-beta receptor type-2,Anabarilius grahami,520,495550.0,IPR045860,,,
A0A3N0YZ42,Serine/threonine-protein kinase receptor,Anabarilius grahami,675,495550.0,IPR045860,,,
A0A3N0Z7S7,Ly6/PLAUR domain-containing protein 6,Anabarilius grahami (Kanglang fish),173,495550.0,IPR039457,IPR045860,,
A0A3N0Z8R6,MAC-inhibitory protein,Anabarilius grahami (Kanglang fish),133,495550.0,IPR016054,IPR045860,,
A0A3N0Z988,Ly6/PLAUR domain-containing protein 6B,Anabarilius grahami (Kanglang fish),195,495550.0,IPR039457,IPR045860,,
A0A3P6HW62,G-patch domain-containing protein,Mesocestoides corti (Flatworm),539,,IPR031424,,,
A0A3P6R0P1,VWFA domain-containing protein,Taenia asiatica (Asian tapeworm),2119,,IPR031424,,,
A0A3P6RAZ9,Snake toxin/toxin-like domain-containing protein,Gongylonema pulchrum,104,637853.0,IPR035076,IPR045860,,
A0A3P6S5P3,UPAR/Ly6 domain-containing protein,Litomosoides sigmodontis,143,42156.0,IPR045860,,,
A0A3P6S8B5,Activin types I and II receptor domain-containing protein,Cylicostephanus goldi,299,71465.0,IPR045860,,,
A0A3P6SLJ2,Snake toxin/toxin-like domain-containing protein,Litomosoides sigmodontis,153,42156.0,IPR045860,,,
A0A3P6SMK6,Serine/threonine-protein kinase receptor,Litomosoides sigmodontis,661,42156.0,IPR045860,,,
A0A3P6SP30,Activin types I and II receptor domain-containing protein,Litomosoides sigmodontis (Filarial nematode worm),134,42156.0,IPR031424,IPR045860,,
A0A3P6SVE6,UPAR/Ly6 domain-containing protein,Litomosoides sigmodontis,123,42156.0,IPR045860,,,
A0A3P6SZG6,Uncharacterized protein,Cylicostephanus goldi,95,71465.0,IPR045860,,,
A0A3P6T1C4,UPAR/Ly6 domain-containing protein,Litomosoides sigmodontis,108,42156.0,IPR045860,,,
A0A3P6TI53,receptor protein serine/threonine kinase,Litomosoides sigmodontis,648,42156.0,IPR045860,,,
A0A3P6TVJ0,Uncharacterized protein,Litomosoides sigmodontis,94,42156.0,IPR045860,,,
A0A3P6U661,Protein sleepless,Litomosoides sigmodontis (Filarial nematode worm),180,,IPR031424,,,
A0A3P6UCH2,Activin types I and II receptor domain-containing protein,Litomosoides sigmodontis,178,42156.0,IPR045860,,,
A0A3P6UIF9,Protein sleepless,Litomosoides sigmodontis (Filarial nematode worm),172,,IPR031424,,,
A0A3P6UUU8,Activin types I and II receptor domain-containing protein,Litomosoides sigmodontis,161,42156.0,IPR045860,,,
A0A3P7DHQ0,Protein quiver,Wuchereria bancrofti,155,6293.0,IPR031424,,,
A0A3P7DPK6,Serine/threonine-protein kinase receptor,Wuchereria bancrofti,668,6293.0,IPR045860,,,
A0A3P7DWI0,Snake toxin/toxin-like domain-containing protein,Wuchereria bancrofti,83,6293.0,IPR045860,,,
A0A3P7DZS8,Large ribosomal subunit protein P2,Wuchereria bancrofti,251,6293.0,IPR045860,,,
A0A3P7EGQ4,Activin types I and II receptor domain-containing protein,Wuchereria bancrofti,114,6293.0,IPR045860,,,
A0A3P7ELF9,receptor protein serine/threonine kinase,Wuchereria bancrofti,682,6293.0,IPR045860,,,
A0A3P7ERL9,Protein quiver,Hydatigena taeniaeformis (Feline tapeworm),183,,IPR031424,,,
A0A3P7F2D8,Protein quiver,Wuchereria bancrofti,197,6293.0,IPR031424,,,
A0A3P7FD25,Protein quiver,Hydatigena taeniaeformis (Feline tapeworm),145,,IPR031424,,,
A0A3P7FQW2,Activin types I and II receptor domain-containing protein,Wuchereria bancrofti,109,6293.0,IPR045860,,,
A0A3P7H0U2,UPAR/Ly6 domain-containing protein,Angiostrongylus costaricensis (Nematode worm),201,,IPR031424,,,
A0A3P7HPH2,receptor protein serine/threonine kinase,Angiostrongylus costaricensis,486,334426.0,IPR045860,,,
A0A3P7IBJ6,Protein quiver,Angiostrongylus costaricensis (Nematode worm),136,,IPR031424,,,
A0A3P7III3,receptor protein serine/threonine kinase,Strongylus vulgaris,265,40348.0,IPR045860,,,
A0A3P7IUE3,Snake toxin/toxin-like domain-containing protein,Strongylus vulgaris (Blood worm),89,40348.0,IPR035076,IPR045860,,
A0A3P7IY30,Activin types I and II receptor domain-containing protein,Strongylus vulgaris,74,40348.0,IPR045860,,,
A0A3P7JNV4,Activin types I and II receptor domain-containing protein,Strongylus vulgaris,143,40348.0,IPR045860,,,
A0A3P7KNC1,receptor protein serine/threonine kinase,Strongylus vulgaris,221,40348.0,IPR045860,,,
A0A3P7LBL9,Uncharacterized protein,Strongylus vulgaris,81,40348.0,IPR045860,,,
