identifier,group,oligomeric_state,last_common_ancestor,length
A0AA85JZU4_IPR045860_1_101-158,Ly6,monomer,genus:Trichobilharzia,50-72
A0AA89BKL3_IPR045860_1_52-133,none,monomer,genus:Pinctada,72-95
A0AA97LK38_IPR045860_1_18-105,none,multimer,genus:Eublepharis,72-95
A0AAD1RWK3_IPR045860_3_34-143,none,multimer,genus:Pelobates,95-117
A0AAD8CZC4_IPR045860_1_37-93,none,monomer,genus:Acipenser,50-72
A0AAD9J155_IPR045860_1_34-121,none,monomer,genus:Paralvinella,72-95
A0AAD9NWP1_IPR045860_1_38-137,none,monomer,genus:Ridgeia,95-117
A0AAE1GTT3_IPR045860_1_161-269,none,monomer,genus:Frankliniella,95-117
A0AAF3FF56_IPR045860_1_110-186,none,monomer,genus:Mesorhabditis,72-95
A0AAJ7BQU2_IPR045860_1_31-132,none,monomer,genus:Cephus,95-117
A0AAJ7WMP4_IPR045860_1_31-135,none,monomer,phylum:Chordata,95-117
A0AAN4ZCS2_IPR045860_1_16-96,none,monomer,genus:Pristionchus,72-95
A0AAN5D9D3_IPR045860_1_41-124,none,monomer,genus:Pristionchus,72-95
A0AAU7YE02_IPR045860_1_64-131,none,monomer,genus:Nidirana,50-72
A0AAU9WZ61_IPR045860_1_2-91,mixture,monomer,genus:Pocillopora,72-95
A0AAU9XRL6_IPR045860_1_17-119,none,monomer,genus:Pocillopora,95-117
A0AAV2PHC3_IPR045860_1_24-109,none,monomer,genus:Meganyctiphanes,72-95
A0AAV2ZKI5_IPR045860_1_17-100,Ly6,multimer,genus:Pyxicephalus,72-95
A0AAV5TAP5_IPR045860_1_21-102,Ly6,monomer,genus:Pristionchus,72-95
A0AAV5VKY5_IPR045860_1_146-225,none,monomer,genus:Pristionchus,72-95
A0AAV6UCG6_IPR045860_1_45-144,none,monomer,order:Araneae,95-117
A0AAV6Z6N2_IPR045860_1_58-141,mixture,mixture,genus:Engystomops,72-95
A0AAV6ZQV5_IPR045860_3_24-109,SPF,multimer,genus:Engystomops,72-95
A0AAV7T9C4_IPR045860_1_19-85,none,monomer,genus:Pleurodeles,50-72
A0AAW0I5F5_IPR045860_1_21-105,none,monomer,genus:Myodes,72-95
A0AAW0T1I8_IPR045860_1_22-103,none,monomer,genus:Scylla,72-95
A0AAW1F7L9_IPR045860_1_19-88,mixture,monomer,order:Perciformes,50-72
A0AAY4BY05_IPR045860_1_22-139,none,multimer,genus:Denticeps,117-140
A0ABD0P4M1_IPR045860_1_21-80,none,monomer,genus:Cirrhinus,50-72
A0ABD0WE48_IPR045860_1_101-167,none,monomer,genus:Umbra,50-72
A0ABD1DX19_IPR045860_1_9-71,none,monomer,genus:Culex,50-72
A0ABD2I005_IPR045860_1_15-114,none,monomer,genus:Heterodera,95-117
B4GU16_IPR045860_1_105-181,none,monomer,genus:Drosophila,72-95
F4WLL2_IPR045860_1_39-136,none,monomer,genus:Acromyrmex,95-117
G3EQ37_IPR045860_1_20-80,none,monomer,genus:Plethodon,50-72
G3I8I4_IPR045860_1_146-217,none,monomer,genus:Cricetulus,50-72
H2U5I5_IPR045860_1_19-100,none,monomer,genus:Takifugu,72-95
K1QBY2_IPR045860_1_28-115,none,monomer,family:Ostreidae,72-95
K9M283_IPR045860_1_28-131,none,monomer,family:Pectinidae,95-117
P0DPY0_IPR045860_1_22-106,Scoloptoxin,monomer,genus:Ethmostigmus,72-95
Q8VE86_IPR045860_2_32-115,none,multimer,genus:Mus,72-95
T1JCK3_IPR045860_1_17-101,none,monomer,genus:Strigamia,72-95
Centipede3FTx_0004_61981,manually_annotated,monomer,class:Chilopoda,95-117
Centipede3FTx_0036_60158,manually_annotated,monomer,class:Chilopoda,72-95
Centipede3FTx_0068_1255758,manually_annotated,monomer,class:Chilopoda,95-117
Centipede3FTx_0100_984703,manually_annotated,monomer,class:Chilopoda,95-117
Centipede3FTx_0132_1255758,manually_annotated,monomer,class:Chilopoda,117-140
A0A4X2LJP8_IPR042339_1_1-120,Ly6,monomer,class:Mammalia,95-117
A0A7J8BBH3_IPR042339_1_1-127,Ly6,monomer,genus:Molossus,117-140
A0A098LWQ5_IPR045860_1_13-80,3FTx,monomer,genus:Python,50-72
A0AA35LG58_IPR045860_1_21-97,none,monomer,genus:Podarcis,72-95
A0AAV5TNH1_IPR003571_1_21-84,none,monomer,genus:Pristionchus,50-72
A7X3P8_IPR045860_1_13-77,3FTx,monomer,genus:Erythrolamprus,50-72
D5J9P2_IPR045860_1_12-84,3FTx,monomer,genus:Bungarus,72-95
P01379_IPR045860_1_13-87,none,monomer,genus:Laticauda,72-95
P01414_IPR045860_1_1-60,none,monomer,genus:Dendroaspis,50-72
P60615_IPR045860_1_14-95,none,monomer,family:Elapidae,72-95
U3T794_IPR045860_1_14-89,3FTx,monomer,genus:Protobothrops,72-95
A0A8C8T5K9_IPR026110_1_35-140,none,monomer,genus:Peromyscus,95-117
G1SU48_IPR026110_1_1-139,none,monomer,genus:Oryctolagus,117-140
A0A060Y2T9_IPR016054_1_20-112,Ly6,monomer,class:Actinopteri,72-95
A0A2G9R4J1_IPR045860_1_1-65,none,monomer,genus:Aquarana,50-72
A0A3B3CGG4_IPR016054_2_18-111,Ly6,multimer,genus:Oryzias,72-95
A0A3B3XDD9_IPR045860_1_53-121,Ly6,mixture,family:Poeciliidae,72-95
A0A3B5QLV9_IPR016054_1_12-75,Ly6,multimer,genus:Xiphophorus,50-72
A0A3N0YV41_IPR016054_1_20-109,Ly6,multimer,genus:Anabarilius,72-95
A0A3P9H425_IPR045860_2_20-132,Ly6,multimer,genus:Oryzias,95-117
A0A3Q0RBA5_IPR016054_1_19-93,Ly6,monomer,genus:Amphilophus,72-95
A0A401Q2C1_IPR016054_1_199-279,Ly6,multimer,genus:Scyliorhinus,72-95
A0A5G3JTB9_IPR045860_1_21-112,none,monomer,genus:Xenopus,72-95
A0A667ZGB3_IPR016054_2_111-194,Ly6,multimer,genus:Myripristis,72-95
A0A670I9D7_IPR045860_1_18-70,none,monomer,genus:Podarcis,50-72
A0A673AYP3_IPR016054_1_19-100,none,multimer,genus:Sphaeramia,72-95
A0A673VDE5_IPR016054_1_25-115,mixture,mixture,class:Mammalia,72-95
A0A6A5E1U4_IPR045860_1_107-184,Ly6,multimer,genus:Perca,72-95
A0A6I8SBU6_IPR045860_1_14-83,none,monomer,genus:Xenopus,50-72
A0A6J2WAC5_IPR016054_1_108-189,Ly6,multimer,genus:Chanos,72-95
A0A6P8Q3T5_IPR045860_1_12-93,Ly6,monomer,genus:Geotrypetes,72-95
A0A7J5YES1_IPR045860_1_19-87,none,monomer,genus:Dissostichus,50-72
A0A7K4YMR2_IPR016054_1_4-89,Ly6,monomer,genus:Bucorvus,72-95
A0A814Y0H2_IPR045860_1_26-105,none,monomer,class:Eurotatoria,72-95
A0A820L598_IPR045860_1_27-77,none,monomer,genus:Adineta,50-72
A0A8C1L1X3_IPR045860_1_17-90,none,monomer,genus:Cyprinus,72-95
A0A8C2Z9T1_IPR016054_1_17-109,Ly6,multimer,genus:Cyclopterus,72-95
A0A8C3SXT0_IPR016054_1_34-124,Ly6,monomer,order:Testudines,72-95
A0A8C6SSQ3_IPR045860_2_15-80,Ly6,multimer,genus:Neogobius,50-72
A0A8E0RNT7_IPR035076_1_36-108,none,monomer,family:Fasciolidae,72-95
A0A8M9PKD7_IPR016054_1_108-181,Ly6,multimer,genus:Danio,72-95
A0A914CFZ1_IPR045860_1_7-82,none,monomer,genus:Acrobeloides,72-95
A0A9D3S5X7_IPR016054_1_19-113,Ly6,multimer,genus:Anguilla,72-95
A0A9Q1B4Z3_IPR045860_1_14-98,none,monomer,genus:Phrynocephalus,72-95
A0AA97JNF9_IPR016054_1_21-103,Ly6,monomer,genus:Eublepharis,72-95
A0AAD3RHC9_IPR045860_1_18-91,mixture,monomer,class:Actinopteri,72-95
A0AAD9NUR5_IPR035076_1_18-89,none,monomer,genus:Ridgeia,50-72
A0AAN9CP69_IPR016054_2_19-109,Ly6,multimer,genus:Phoxinus,72-95
A0AAU9W917_IPR045860_1_17-98,none,monomer,genus:Pocillopora,72-95
A0AAV6GBX4_IPR016054_1_28-117,Ly6,multimer,genus:Alosa,72-95
A0AAV7V002_IPR045860_1_12-99,none,monomer,genus:Pleurodeles,72-95
A0AAW0MGU5_IPR016054_1_35-92,Ly6,multimer,genus:Mugilogobius,50-72
A0AAW1BMD1_IPR045860_1_679-754,mixture,monomer,order:Squamata,72-95
Q4RUW9_IPR016054_1_20-93,Ly6,monomer,genus:Tetraodon,72-95
V9LKR8_IPR045860_1_1-79,none,monomer,genus:Callorhinchus,72-95
A0A026WMK1_IPR016054_1_24-114,Ly6,monomer,genus:Ooceraea,72-95
A0A140IHH1_IPR045860_2_115-194,mixture,mixture,family:Salamandridae,72-95
A0A1S3WNW8_IPR016054_3_143-216,Ly6,multimer,genus:Erinaceus,72-95
A0A2D0SEC2_IPR045860_1_18-104,Ly6,monomer,genus:Ictalurus,72-95
A0A3B5Q9Q7_IPR045860_2_18-96,Ly6,mixture,genus:Xiphophorus,72-95
A0A3Q2D4G6_IPR045860_2_107-183,Ly6,multimer,genus:Cyprinodon,72-95
A0A3Q2TS96_IPR016054_1_20-91,Ly6,monomer,order:Cyprinodontiformes,72-95
A0A3R7DJB9_IPR045860_1_49-124,Ly6,monomer,family:Opisthorchiidae,72-95
A0A4D9DJJ7_IPR016054_1_27-109,Ly6,mixture,order:Testudines,72-95
A0A4X2KQQ5_IPR016054_2_317-383,Ly6,multimer,order:Diprotodontia,72-95
A0A513ZV66_IPR045860_2_113-198,Ly6,multimer,genus:Boana,72-95
A0A5F8HD53_IPR045860_1_12-93,Ly6,monomer,genus:Monodelphis,72-95
A0A667X9W4_IPR045860_1_3-91,Ly6,monomer,genus:Myripristis,72-95
A0A669BT76_IPR016054_1_271-367,Ly6,mixture,class:Actinopteri,72-95
A0A671NU53_IPR045860_1_17-93,mixture,monomer,order:Cypriniformes,72-95
A0A6J0VAA7_IPR045860_2_19-101,Ly6,mixture,genus:Pogona,72-95
A0A6J1V1W8_IPR016054_1_122-214,mixture,mixture,order:Squamata,72-95
A0A6J1XM25_IPR016054_1_143-217,Ly6,mixture,class:Mammalia,72-95
A0A6P3R0X2_IPR045860_1_27-110,Ly6,monomer,family:Pteropodidae,72-95
A0A6P5LTR5_IPR045860_2_21-102,none,multimer,class:Mammalia,72-95
A0A6P6CUH5_IPR045860_2_18-87,Ly6,multimer,genus:Pteropus,50-72
A0A6P6E2Z3_IPR045860_1_25-103,none,monomer,genus:Octodon,72-95
A0A6P7YV38_IPR045860_1_115-195,Ly6,multimer,genus:Microcaecilia,72-95
A0A6P8G8N2_IPR016054_2_39-127,Ly6,multimer,genus:Clupea,72-95
A0A6P8N3W0_IPR016054_2_30-128,Ly6,multimer,order:Gymnophiona,95-117
A0A6P8SIG0_IPR045860_1_116-202,Ly6,multimer,genus:Geotrypetes,72-95
A0A6P8W681_IPR045860_2_1-75,mixture,multimer,order:Perciformes,72-95
A0A7J8C8R7_IPR045860_3_106-187,mixture,mixture,class:Mammalia,72-95
A0A7K9I679_IPR045860_1_1-62,Ly6,monomer,genus:Bucco,50-72
A0A803JWK2_IPR045860_1_111-204,Ly6,multimer,genus:Xenopus,95-117
A0A803KEF3_IPR045860_1_108-198,Ly6,multimer,genus:Xenopus,72-95
A0A811ZZK7_IPR016054_1_29-124,Ly6,monomer,family:Canidae,95-117
A0A8B6CTS5_IPR016054_1_30-117,mixture,monomer,genus:Mytilus,72-95
A0A8B7A033_IPR016054_1_32-101,Ly6,multimer,genus:Orycteropus,50-72
A0A8C2Y434_IPR016054_1_317-382,mostly_Ly6,multimer,order:Artiodactyla,50-72
A0A8C3TC87_IPR045860_1_112-199,mixture,multimer,order:Testudines,72-95
A0A8C5QSE3_IPR045860_2_37-123,Ly6,multimer,genus:Leptobrachium,72-95
A0A8C5RAG8_IPR045860_2_111-201,none,multimer,genus:Leptobrachium,72-95
A0A8C6YE66_IPR045860_1_35-121,mixture,mixture,order:Squamata,72-95
A0A8C7YXH5_IPR016054_2_18-111,Ly6,multimer,genus:Oryzias,72-95
A0A8C9L1Q6_IPR045860_1_60-147,mixture,mixture,class:Mammalia,72-95
A0A8C9PG69_IPR016054_2_55-109,Ly6,multimer,family:Sciuridae,50-72
A0A8I3NU22_IPR045860_1_61-144,Ly6,monomer,family:Canidae,72-95
A0A8J1LF10_IPR016054_1_94-179,Ly6,multimer,genus:Xenopus,72-95
A0A8J6B9L5_IPR045860_1_116-199,Ly6,multimer,genus:Eleutherodactylus,72-95
A0A8T2ILA4_IPR045860_1_65-150,Ly6,monomer,genus:Hymenochirus,72-95
A0A8T2LH67_IPR045860_2_1-61,Ly6,multimer,genus:Astyanax,50-72
A0A913X4U1_IPR016054_1_20-116,Ly6,monomer,genus:Exaiptasia,95-117
A0A974CH32_IPR045860_1_113-199,Ly6,multimer,genus:Xenopus,72-95
A0A974HD66_IPR045860_1_18-105,Ly6,multimer,genus:Xenopus,72-95
A0A9D3XH72_IPR045860_2_135-223,Ly6,mixture,order:Testudines,72-95
A0A9N7YTH0_IPR045860_1_18-110,Ly6,monomer,genus:Pleuronectes,72-95
A0A9Q0X854_IPR045860_1_114-196,Ly6,multimer,genus:Phrynocephalus,72-95
A0A9Q8VIL9_IPR016054_1_26-107,mixture,monomer,unknown,72-95
A0A9W2XS70_IPR045860_1_15-100,Ly6,multimer,genus:Betta,72-95
A0A9X0A8V2_IPR016054_1_5-100,Ly6,multimer,genus:Desmophyllum,95-117
A0AA35KMU7_IPR045860_2_113-189,none,multimer,genus:Podarcis,72-95
A0AA35QPS6_IPR045860_1_170-259,Ly6,mixture,genus:Podarcis,72-95
A0AA88LVB4_IPR016054_2_20-110,Ly6,multimer,genus:Tachysurus,72-95
A0AA88P7G6_IPR045860_2_17-96,mixture,multimer,family:Cyprinidae,72-95
A0AA97JV29_IPR016054_2_20-110,Ly6,multimer,genus:Eublepharis,72-95
A0AA97LHS1_IPR045860_2_257-344,Ly6,multimer,genus:Eublepharis,72-95
A0AAD1T4T1_IPR045860_2_115-198,Ly6,multimer,genus:Pelobates,72-95
A0AAD1WL22_IPR045860_3_113-190,Ly6,multimer,genus:Pelobates,72-95
A0AAD5LGC4_IPR045860_1_19-107,Ly6,monomer,genus:Daphnia,72-95
A0AAD8CPN8_IPR045860_2_18-103,Ly6,multimer,genus:Acipenser,72-95
A0AAD9JMX5_IPR045860_1_29-114,Ly6,monomer,genus:Paralvinella,72-95
A0AAE9F0G5_IPR016054_2_575-667,Ly6,multimer,genus:Caenorhabditis,72-95
A0AAR2J4Y7_IPR016054_1_19-114,Ly6,monomer,genus:Pygocentrus,95-117
A0AAV1FMT6_IPR016054_1_18-112,Ly6,multimer,genus:Xyrichtys,72-95
A0AAV1Q741_IPR016054_1_29-100,Ly6,multimer,genus:Scomber,50-72
A0AAV2K4L0_IPR016054_1_20-108,Ly6,mixture,genus:Knipowitschia,72-95
A0AAV2ZN53_IPR045860_2_2-86,Ly6,multimer,genus:Pyxicephalus,72-95
A0AAV6ZFN2_IPR045860_1_112-188,Ly6,multimer,genus:Engystomops,72-95
A0AAV7BMY5_IPR016054_1_17-110,Ly6,monomer,genus:Engystomops,72-95
A0AAV7PZP9_IPR045860_1_19-104,Ly6,multimer,genus:Pleurodeles,72-95
A0AAV7Q5F4_IPR045860_1_18-108,Ly6,monomer,genus:Pleurodeles,72-95
A0AAW0H6Z6_IPR045860_1_18-90,Ly6,monomer,genus:Myodes,72-95
A0AAW0N3S1_IPR045860_2_120-207,Ly6,multimer,genus:Mugilogobius,72-95
A0AAX6P189_IPR045860_2_27-106,Ly6,multimer,genus:Heterocephalus,72-95
A0AAZ1XRY2_IPR016054_1_18-105,Ly6,multimer,family:Cichlidae,72-95
A0ABD2D8Y3_IPR016054_1_137-216,mostly_Ly6,mixture,class:Mammalia,72-95
A6J8Z1_IPR045860_1_64-122,Ly6,monomer,genus:Rattus,50-72
A6QPE3_IPR045860_1_137-220,Ly6,mixture,order:Artiodactyla,72-95
D3ZNV7_IPR016054_1_47-143,Ly6,monomer,genus:Rattus,95-117
E7F0J8_IPR016054_1_111-198,Ly6,multimer,genus:Danio,72-95
G3T9W6_IPR045860_2_26-113,mixture,mixture,class:Mammalia,72-95
G3VSL7_IPR016054_1_235-305,Ly6,multimer,genus:Sarcophilus,50-72
H9FE63_IPR016054_1_1-64,Ly6,monomer,genus:Macaca,50-72
Q5NC41_IPR045860_2_119-198,mixture,mixture,family:Muridae,72-95
S7N4K4_IPR016054_3_130-204,Ly6,mixture,class:Mammalia,72-95
A0A1L6ZA00_IPR026524_1_1-293,none,mixture,class:Mammalia,275-297
A0A1A8UJ15_IPR039457_1_3-164,Ly6,monomer,genus:Nothobranchius,140-162
A0A3Q4FXM6_IPR039457_1_3-105,Ly6,monomer,genus:Neolamprologus,95-117
A0A7R9G9G7_IPR039457_1_61-171,none,monomer,genus:Notodromas,95-117
A0A067RGE3_IPR031424_1_29-121,none,monomer,genus:Zootermopsis,72-95
A0A0C5B1T1_IPR031424_1_1-109,none,monomer,genus:Megaselia,95-117
A0A0K2UHJ5_IPR031424_1_38-122,Quiver,monomer,genus:Lepeophtheirus,72-95
A0A0L0BZA1_IPR031424_1_38-129,none,monomer,genus:Lucilia,72-95
A0A146MCS9_IPR031424_1_27-126,mixture,monomer,family:Miridae,95-117
A0A182SJ17_IPR045860_1_10-115,none,monomer,genus:Anopheles,95-117
A0A183JD93_IPR031424_1_9-97,mixture,monomer,family:Schistosomatidae,72-95
A0A194QIS5_IPR031424_1_25-123,mixture,monomer,order:Lepidoptera,95-117
A0A1B0CGM9_IPR031424_1_26-139,mixture,monomer,family:Psychodidae,95-117
A0A1D1VGW6_IPR031424_1_24-132,none,monomer,genus:Ramazzottius,95-117
A0A1D2NMT4_IPR031424_1_6-75,none,monomer,genus:Orchesella,50-72
A0A1I8A363_IPR031424_1_5-148,Quiver,monomer,genus:Steinernema,140-162
A0A1I8MA47_IPR031424_1_24-126,none,monomer,genus:Musca,95-117
A0A1J1IYA5_IPR031424_1_21-107,none,monomer,genus:Clunio,72-95
A0A1S3I9B8_IPR031424_1_20-108,Quiver,monomer,genus:Lingula,72-95
A0A1S3JZ57_IPR031424_1_26-137,none,monomer,genus:Lingula,95-117
A0A1V9XC70_IPR031424_1_23-117,mixture,monomer,order:Mesostigmata,72-95
A0A1W0X7H9_IPR031424_1_11-92,Quiver,monomer,genus:Hypsibius,72-95
A0A1Y1KB59_IPR031424_1_23-135,none,monomer,family:Lampyridae,95-117
A0A1Y1NDM1_IPR031424_1_55-158,none,monomer,genus:Photinus,95-117
A0A2R5LFT6_IPR031424_1_28-131,none,monomer,class:Arachnida,95-117
A0A3M7SL07_IPR031424_1_3-79,none,monomer,genus:Brachionus,72-95
A0A3S0ZZC1_IPR031424_1_26-122,mostly_Quiver,monomer,class:Gastropoda,95-117
A0A482XCE7_IPR045860_1_23-122,none,monomer,order:Hemiptera,95-117
A0A4E0QY53_IPR031424_1_43-131,Quiver,monomer,family:Fasciolidae,72-95
A0A553P6H6_IPR031424_1_32-125,none,multimer,genus:Tigriopus,72-95
A0A5N5TH56_IPR031424_1_61-135,none,monomer,genus:Armadillidium,72-95
A0A653DEQ7_IPR045860_1_17-107,none,monomer,genus:Callosobruchus,72-95
A0A6J1WN26_IPR031424_1_24-126,none,monomer,genus:Galleria,95-117
A0A6J2Y6X0_IPR031424_1_22-116,none,monomer,genus:Sitophilus,72-95
A0A6P3UT57_IPR031424_1_24-148,none,monomer,genus:Bombus,117-140
A0A7J7JUS1_IPR045860_1_23-122,Quiver,monomer,genus:Bugula,95-117
A0A7R8CI67_IPR031424_1_6-104,none,monomer,genus:Lepeophtheirus,95-117
A0A7R9I774_IPR031424_1_41-138,mixture,monomer,class:Insecta,95-117
A0A7R9RK28_IPR031424_1_55-150,Quiver,monomer,genus:Argulus,95-117
A0A813PXU6_IPR031424_1_6-103,mostly_Quiver,monomer,class:Eurotatoria,72-95
A0A814QHY7_IPR045860_1_17-100,none,monomer,genus:Rotaria,72-95
A0A820JXJ7_IPR031424_1_2-72,none,monomer,genus:Adineta,50-72
A0A834N6U9_IPR031424_3_25-148,mixture,mixture,family:Vespidae,117-140
A0A834XSW7_IPR031424_1_322-432,none,monomer,genus:Aphidius,95-117
A0A8B8DKL3_IPR031424_1_22-116,none,monomer,genus:Crassostrea,72-95
A0A8I6RMZ1_IPR045860_1_22-116,none,monomer,genus:Cimex,72-95
A0A8K0GIP0_IPR045860_1_21-113,Quiver,monomer,genus:Ignelater,72-95
A0A8S1CNV0_IPR045860_1_20-119,none,monomer,genus:Cloeon,95-117
A0A8S2KJM8_IPR031424_1_23-88,SPF,monomer,genus:Rotaria,50-72
A0A8S4GBM8_IPR045860_1_21-109,none,monomer,genus:Plutella,72-95
A0A914WPV5_IPR031424_1_31-108,none,monomer,genus:Plectus,72-95
A0A9D4GS72_IPR031424_1_24-121,none,monomer,genus:Dreissena,95-117
A0A9D4RWG4_IPR045860_1_20-126,Quiver,monomer,genus:Dreissena,95-117
A0A9J6CMN5_IPR045860_1_22-104,Quiver,monomer,genus:Polypedilum,72-95
A0A9N9MV73_IPR031424_1_29-129,none,monomer,genus:Ceutorhynchus,95-117
A0A9N9SFL3_IPR031424_1_37-130,none,monomer,order:Coleoptera,95-117
A0A9N9WSA4_IPR045860_1_20-117,none,monomer,genus:Chironomus,95-117
A0A9P0FFN9_IPR045860_1_23-113,none,monomer,genus:Brassicogethes,72-95
A0A9P0XCT4_IPR031424_1_56-170,mixture,monomer,order:Lepidoptera,95-117
A0AA36D7T5_IPR031424_1_25-149,Ly6,monomer,genus:Mesorhabditis,117-140
A0AA38I2X6_IPR045860_1_20-110,none,monomer,genus:Zophobas,72-95
A0AA39HSD1_IPR031424_1_28-147,mixture,monomer,order:Rhabditida,117-140
A0AA85C0Q6_IPR031424_1_38-146,mixture,monomer,family:Schistosomatidae,95-117
A0AAD8EMJ0_IPR031424_1_22-136,none,monomer,genus:Diploptera,95-117
A0AAE0VJU8_IPR045860_1_21-117,none,monomer,class:Bivalvia,95-117
A0AAE1HK50_IPR031424_1_25-125,none,monomer,family:Thripidae,95-117
A0AAJ6QRH8_IPR031424_1_21-118,none,monomer,order:Mesostigmata,95-117
A0AAJ7BQ69_IPR045860_1_37-125,Quiver,monomer,genus:Cephus,72-95
A0AAN9VSI3_IPR031424_1_27-123,Quiver,monomer,genus:Gryllus,95-117
A0AAV8W0D4_IPR031424_1_28-130,none,monomer,genus:Exocentrus,95-117
A0AAW2HZ93_IPR031424_1_24-120,none,monomer,genus:Menopon,95-117
A0ABD3T6Z7_IPR031424_1_29-106,none,monomer,genus:Sinanodonta,72-95
A7LI76_IPR045860_1_21-97,mixture,monomer,family:Lampyridae,72-95
B4G719_IPR031424_1_24-125,mixture,mixture,order:Diptera,95-117
B4LLT5_IPR031424_1_27-141,none,monomer,genus:Drosophila,95-117
E2A870_IPR031424_1_10-98,Quiver,monomer,genus:Camponotus,72-95
E9H2D7_IPR031424_1_24-151,mixture,monomer,genus:Daphnia,117-140
N6T3Y6_IPR031424_1_22-120,none,monomer,genus:Dendroctonus,95-117
R7VK05_IPR045860_1_44-123,Quiver,monomer,genus:Capitella,72-95
T1FUF5_IPR045860_1_19-103,Quiver,monomer,genus:Helobdella,72-95
T1JS24_IPR045860_1_21-113,none,monomer,genus:Tetranychus,72-95
V3ZJ60_IPR031424_1_23-119,Quiver,monomer,genus:Lottia,95-117
W5J5I1_IPR031424_1_7-116,mixture,monomer,family:Culicidae,95-117
A0A7J7F9T1_IPR051445_1_46-122,none,monomer,genus:Diceros,72-95
A0A016U7J7_IPR045860_1_34-87,none,monomer,genus:Ancylostoma,50-72
A0A0A1XQV2_IPR045860_1_67-170,none,monomer,family:Tephritidae,95-117
A0A0B1TTD3_IPR045860_2_19-94,none,mixture,genus:Oesophagostomum,72-95
A0A0B5H3N1_IPR045860_1_55-138,mixture,mixture,family:Salamandridae,72-95
A0A0C2NE02_IPR045860_1_3-88,none,monomer,genus:Thelohanellus,72-95
A0A0J9R8L6_IPR045860_1_126-199,none,monomer,genus:Drosophila,72-95
A0A0N4VNQ1_IPR045860_1_34-133,none,monomer,genus:Enterobius,95-117
A0A0V1MK07_IPR045860_1_23-126,none,monomer,genus:Trichinella,95-117
A0A158Q7X3_IPR045860_1_13-95,mixture,monomer,family:Onchocercidae,72-95
A0A1B4ZDC3_IPR045860_1_62-145,none,monomer,genus:Procambarus,72-95
A0A1D2MP95_IPR045860_1_2-105,none,monomer,genus:Orchesella,95-117
A0A1I7YDC7_IPR045860_1_7-78,mixture,monomer,genus:Steinernema,72-95
A0A1S3H0Z1_IPR045860_1_32-107,none,monomer,genus:Lingula,72-95
A0A1V9XGM2_IPR045860_1_3-66,none,monomer,genus:Tropilaelaps,50-72
A0A1X7VNV6_IPR045860_1_29-136,none,monomer,genus:Amphimedon,95-117
A0A210QKE2_IPR045860_1_40-136,none,monomer,genus:Mizuhopecten,95-117
A0A260Z1G3_IPR045860_1_32-105,none,monomer,genus:Caenorhabditis,72-95
A0A2B4S9C7_IPR045860_1_62-146,none,monomer,genus:Stylophora,72-95
A0A2C9LUJ8_IPR045860_1_23-110,none,monomer,genus:Biomphalaria,72-95
A0A336LVE2_IPR045860_1_13-114,none,monomer,genus:Culicoides,95-117
A0A3B3RKH3_IPR045860_2_30-133,none,multimer,genus:Paramormyrops,95-117
A0A3B4CDX4_IPR045860_2_194-280,none,mixture,class:Actinopteri,72-95
A0A3B4WSZ7_IPR045860_1_19-81,Ly6,monomer,genus:Seriola,50-72
A0A3N0XLF4_IPR045860_1_22-82,none,monomer,genus:Anabarilius,50-72
A0A3P9M8F1_IPR045860_1_32-111,mixture,monomer,genus:Oryzias,72-95
A0A3Q4BQZ7_IPR045860_1_22-93,none,monomer,genus:Mola,50-72
A0A3S1BAX6_IPR045860_1_53-150,none,monomer,genus:Elysia,95-117
A0A401NKF0_IPR045860_1_2-81,none,monomer,genus:Scyliorhinus,72-95
A0A411EWG5_IPR045860_1_61-144,none,monomer,genus:Penaeus,72-95
A0A4C1YFT1_IPR045860_1_23-128,none,monomer,genus:Eumeta,95-117
A0A4E0RGI9_IPR045860_1_22-97,mixture,monomer,genus:Fasciola,72-95
A0A4U5NZH1_IPR045860_1_19-101,none,monomer,genus:Steinernema,72-95
A0A4Y2C1M1_IPR045860_1_20-118,none,monomer,order:Araneae,95-117
A0A4Z2HA08_IPR045860_1_24-86,none,monomer,genus:Liparis,50-72
A0A5C6PCE1_IPR045860_1_28-112,Ly6,monomer,genus:Takifugu,72-95
A0A5E4MVK6_IPR045860_1_23-130,none,monomer,genus:Cinara,95-117
A0A5N4AIT7_IPR045860_1_19-102,none,monomer,genus:Photinus,72-95
A0A667WJG5_IPR045860_1_28-104,none,monomer,genus:Myripristis,72-95
A0A671KMV6_IPR045860_1_24-96,none,monomer,family:Cyprinidae,72-95
A0A672ILH2_IPR045860_1_16-101,none,monomer,genus:Salarias,72-95
A0A672ZT36_IPR045860_1_5-83,none,monomer,class:Actinopteri,72-95
A0A674IGQ7_IPR045860_1_26-95,none,monomer,genus:Terrapene,50-72
A0A6A0GZJ4_IPR045860_1_10-60,none,monomer,genus:Hyalella,50-72
A0A6F9CRU5_IPR045860_1_18-121,none,monomer,genus:Coregonus,95-117
A0A6G1R8Z0_IPR045860_1_35-131,none,monomer,genus:Hypotaenidia,95-117
A0A6J0SDZ5_IPR045860_1_77-167,Ly6,monomer,genus:Pogona,72-95
A0A6J0VCS0_IPR045860_2_22-116,none,multimer,family:Agamidae,72-95
A0A6J1S0R8_IPR045860_1_23-102,none,monomer,genus:Frankliniella,72-95
